1: F - Datetime;1: F - Value;1: Fm' - Datetime;1: Fm' - Value;1: PAR - Datetime;1: PAR - Value;1: Temp - Datetime;1: Temp - Value;1: Y (II) - Datetime;1: Y (II) - Value;1: ETR - Datetime;1: ETR - Value
2024-07-15 20:15:37.889;304;2024-07-15 20:15:37.889;915;2024-07-15 20:15:37.889;0;2024-07-15 20:15:37.889;25.0;2024-07-15 20:15:37.889;0.668;2024-07-15 20:15:37.889;0.0
2024-07-15 20:16:44.772;828;2024-07-15 20:16:44.772;2182;2024-07-15 20:16:44.772;0;2024-07-15 20:16:44.772;25.0;2024-07-15 20:16:44.772;0.621;2024-07-15 20:16:44.772;0.0
2024-07-15 20:17:14.367;520;2024-07-15 20:17:14.367;1630;2024-07-15 20:17:14.367;0;2024-07-15 20:17:14.367;25.0;2024-07-15 20:17:14.367;0.681;2024-07-15 20:17:14.367;0.0
2024-07-15 20:17:46.991;858;2024-07-15 20:17:46.991;2441;2024-07-15 20:17:46.991;0;2024-07-15 20:17:46.991;25.0;2024-07-15 20:17:46.991;0.649;2024-07-15 20:17:46.991;0.0
2024-07-15 20:18:24.149;847;2024-07-15 20:18:24.149;2276;2024-07-15 20:18:24.149;0;2024-07-15 20:18:24.149;24.9;2024-07-15 20:18:24.149;0.628;2024-07-15 20:18:24.149;0.0
2024-07-15 20:21:17.453;336;2024-07-15 20:21:17.453;1029;2024-07-15 20:21:17.453;0;2024-07-15 20:21:17.453;24.9;2024-07-15 20:21:17.453;0.673;2024-07-15 20:21:17.453;0.0
2024-07-15 20:21:46.408;563;2024-07-15 20:21:46.408;1664;2024-07-15 20:21:46.408;0;2024-07-15 20:21:46.408;24.8;2024-07-15 20:21:46.408;0.662;2024-07-15 20:21:46.408;0.0
2024-07-15 20:22:09.297;641;2024-07-15 20:22:09.297;1816;2024-07-15 20:22:09.297;0;2024-07-15 20:22:09.297;24.8;2024-07-15 20:22:09.297;0.647;2024-07-15 20:22:09.297;0.0
2024-07-15 20:22:41.474;761;2024-07-15 20:22:41.474;1974;2024-07-15 20:22:41.474;0;2024-07-15 20:22:41.474;24.8;2024-07-15 20:22:41.474;0.614;2024-07-15 20:22:41.474;0.0
2024-07-15 20:23:08.650;803;2024-07-15 20:23:08.650;2269;2024-07-15 20:23:08.650;0;2024-07-15 20:23:08.650;24.8;2024-07-15 20:23:08.650;0.646;2024-07-15 20:23:08.650;0.0
