1: F - Datetime;1: F - Value;1: Fm' - Datetime;1: Fm' - Value;1: PAR - Datetime;1: PAR - Value;1: Temp - Datetime;1: Temp - Value;1: Y (II) - Datetime;1: Y (II) - Value;1: ETR - Datetime;1: ETR - Value
2024-07-17 07:46:58.276;2117;2024-07-17 07:46:58.276;2225;2024-07-17 07:46:58.276;3668;2024-07-17 07:46:58.276;26.1;2024-07-17 07:46:58.276;0.049;2024-07-17 07:46:58.276;37.7
2024-07-17 07:49:04.575;916;2024-07-17 07:49:04.575;1494;2024-07-17 07:49:04.575;0;2024-07-17 07:49:04.575;26.5;2024-07-17 07:49:04.575;0.387;2024-07-17 07:49:04.575;0.0
2024-07-17 07:49:14.565;957;2024-07-17 07:49:14.565;1538;2024-07-17 07:49:14.565;61;2024-07-17 07:49:14.565;26.6;2024-07-17 07:49:14.565;0.378;2024-07-17 07:49:14.565;4.8
2024-07-17 07:49:24.555;983;2024-07-17 07:49:24.555;1561;2024-07-17 07:49:24.555;111;2024-07-17 07:49:24.555;26.6;2024-07-17 07:49:24.555;0.370;2024-07-17 07:49:24.555;8.6
2024-07-17 07:49:34.545;1018;2024-07-17 07:49:34.545;1592;2024-07-17 07:49:34.545;161;2024-07-17 07:49:34.545;26.7;2024-07-17 07:49:34.545;0.361;2024-07-17 07:49:34.545;12.2
2024-07-17 07:49:44.535;1056;2024-07-17 07:49:44.535;1612;2024-07-17 07:49:44.535;221;2024-07-17 07:49:44.535;26.7;2024-07-17 07:49:44.535;0.345;2024-07-17 07:49:44.535;16.0
2024-07-17 07:49:54.522;1111;2024-07-17 07:49:54.522;1629;2024-07-17 07:49:54.522;306;2024-07-17 07:49:54.522;26.8;2024-07-17 07:49:54.522;0.318;2024-07-17 07:49:54.522;20.4
2024-07-17 07:50:04.515;1205;2024-07-17 07:50:04.515;1645;2024-07-17 07:50:04.515;465;2024-07-17 07:50:04.515;26.8;2024-07-17 07:50:04.515;0.267;2024-07-17 07:50:04.515;26.1
2024-07-17 07:50:14.505;1299;2024-07-17 07:50:14.505;1652;2024-07-17 07:50:14.505;697;2024-07-17 07:50:14.505;26.7;2024-07-17 07:50:14.505;0.214;2024-07-17 07:50:14.505;31.3
2024-07-17 07:50:24.495;1384;2024-07-17 07:50:24.495;1650;2024-07-17 07:50:24.495;1027;2024-07-17 07:50:24.495;26.7;2024-07-17 07:50:24.495;0.161;2024-07-17 07:50:24.495;34.7
2024-07-17 07:50:34.485;1436;2024-07-17 07:50:34.485;1629;2024-07-17 07:50:34.485;1537;2024-07-17 07:50:34.485;26.7;2024-07-17 07:50:34.485;0.118;2024-07-17 07:50:34.485;38.1
2024-07-17 07:50:44.470;1457;2024-07-17 07:50:44.470;1603;2024-07-17 07:50:44.470;2009;2024-07-17 07:50:44.470;26.7;2024-07-17 07:50:44.470;0.091;2024-07-17 07:50:44.470;38.4
2024-07-17 07:50:54.455;1474;2024-07-17 07:50:54.455;1577;2024-07-17 07:50:54.455;2809;2024-07-17 07:50:54.455;26.7;2024-07-17 07:50:54.455;0.065;2024-07-17 07:50:54.455;38.3
2024-07-17 07:51:04.445;1476;2024-07-17 07:51:04.445;1549;2024-07-17 07:51:04.445;3666;2024-07-17 07:51:04.445;26.6;2024-07-17 07:51:04.445;0.047;2024-07-17 07:51:04.445;36.2
2024-07-17 07:52:47.625;867;2024-07-17 07:52:47.625;1482;2024-07-17 07:52:47.625;0;2024-07-17 07:52:47.625;26.6;2024-07-17 07:52:47.625;0.415;2024-07-17 07:52:47.625;0.0
2024-07-17 07:52:57.615;937;2024-07-17 07:52:57.615;1518;2024-07-17 07:52:57.615;61;2024-07-17 07:52:57.615;26.6;2024-07-17 07:52:57.615;0.383;2024-07-17 07:52:57.615;4.9
2024-07-17 07:53:07.575;963;2024-07-17 07:53:07.575;1579;2024-07-17 07:53:07.575;111;2024-07-17 07:53:07.575;26.7;2024-07-17 07:53:07.575;0.390;2024-07-17 07:53:07.575;9.1
2024-07-17 07:53:17.590;1024;2024-07-17 07:53:17.590;1634;2024-07-17 07:53:17.590;161;2024-07-17 07:53:17.590;26.7;2024-07-17 07:53:17.590;0.373;2024-07-17 07:53:17.590;12.6
2024-07-17 07:53:27.584;1038;2024-07-17 07:53:27.584;1646;2024-07-17 07:53:27.584;222;2024-07-17 07:53:27.584;26.8;2024-07-17 07:53:27.584;0.369;2024-07-17 07:53:27.584;17.2
2024-07-17 07:53:37.575;1109;2024-07-17 07:53:37.575;1687;2024-07-17 07:53:37.575;306;2024-07-17 07:53:37.575;26.8;2024-07-17 07:53:37.575;0.343;2024-07-17 07:53:37.575;22.0
2024-07-17 07:53:47.505;1171;2024-07-17 07:53:47.505;1623;2024-07-17 07:53:47.505;465;2024-07-17 07:53:47.505;26.8;2024-07-17 07:53:47.505;0.278;2024-07-17 07:53:47.505;27.1
2024-07-17 07:53:57.555;1271;2024-07-17 07:53:57.555;1644;2024-07-17 07:53:57.555;697;2024-07-17 07:53:57.555;26.9;2024-07-17 07:53:57.555;0.227;2024-07-17 07:53:57.555;33.2
2024-07-17 07:54:07.544;1372;2024-07-17 07:54:07.544;1677;2024-07-17 07:54:07.544;1027;2024-07-17 07:54:07.544;26.9;2024-07-17 07:54:07.544;0.182;2024-07-17 07:54:07.544;39.3
2024-07-17 07:54:17.530;1431;2024-07-17 07:54:17.530;1647;2024-07-17 07:54:17.530;1537;2024-07-17 07:54:17.530;26.9;2024-07-17 07:54:17.530;0.131;2024-07-17 07:54:17.530;42.3
2024-07-17 07:54:27.514;1460;2024-07-17 07:54:27.514;1630;2024-07-17 07:54:27.514;2009;2024-07-17 07:54:27.514;26.9;2024-07-17 07:54:27.514;0.104;2024-07-17 07:54:27.514;43.9
2024-07-17 07:54:37.504;1479;2024-07-17 07:54:37.504;1594;2024-07-17 07:54:37.504;2809;2024-07-17 07:54:37.504;26.9;2024-07-17 07:54:37.504;0.072;2024-07-17 07:54:37.504;42.5
2024-07-17 07:54:47.514;1491;2024-07-17 07:54:47.514;1572;2024-07-17 07:54:47.514;3664;2024-07-17 07:54:47.514;26.9;2024-07-17 07:54:47.514;0.052;2024-07-17 07:54:47.514;40.0
2024-07-17 07:56:21.184;695;2024-07-17 07:56:21.184;1026;2024-07-17 07:56:21.184;0;2024-07-17 07:56:21.184;27.0;2024-07-17 07:56:21.184;0.323;2024-07-17 07:56:21.184;0.0
2024-07-17 07:56:31.174;747;2024-07-17 07:56:31.174;1074;2024-07-17 07:56:31.174;61;2024-07-17 07:56:31.174;27.0;2024-07-17 07:56:31.174;0.304;2024-07-17 07:56:31.174;3.9
2024-07-17 07:56:41.164;771;2024-07-17 07:56:41.164;1105;2024-07-17 07:56:41.164;111;2024-07-17 07:56:41.164;27.0;2024-07-17 07:56:41.164;0.302;2024-07-17 07:56:41.164;7.0
2024-07-17 07:56:51.154;799;2024-07-17 07:56:51.154;1152;2024-07-17 07:56:51.154;161;2024-07-17 07:56:51.154;26.9;2024-07-17 07:56:51.154;0.306;2024-07-17 07:56:51.154;10.3
2024-07-17 07:57:01.144;836;2024-07-17 07:57:01.144;1199;2024-07-17 07:57:01.144;221;2024-07-17 07:57:01.144;26.9;2024-07-17 07:57:01.144;0.303;2024-07-17 07:57:01.144;14.1
2024-07-17 07:57:11.134;880;2024-07-17 07:57:11.134;1239;2024-07-17 07:57:11.134;306;2024-07-17 07:57:11.134;26.8;2024-07-17 07:57:11.134;0.290;2024-07-17 07:57:11.134;18.6
2024-07-17 07:57:21.124;945;2024-07-17 07:57:21.124;1272;2024-07-17 07:57:21.124;465;2024-07-17 07:57:21.124;26.8;2024-07-17 07:57:21.124;0.257;2024-07-17 07:57:21.124;25.1
2024-07-17 07:57:31.114;1010;2024-07-17 07:57:31.114;1288;2024-07-17 07:57:31.114;697;2024-07-17 07:57:31.114;26.7;2024-07-17 07:57:31.114;0.216;2024-07-17 07:57:31.114;31.6
2024-07-17 07:57:41.094;1089;2024-07-17 07:57:41.094;1306;2024-07-17 07:57:41.094;1026;2024-07-17 07:57:41.094;26.7;2024-07-17 07:57:41.094;0.166;2024-07-17 07:57:41.094;35.8
2024-07-17 07:57:51.084;1124;2024-07-17 07:57:51.084;1293;2024-07-17 07:57:51.084;1537;2024-07-17 07:57:51.084;26.7;2024-07-17 07:57:51.084;0.131;2024-07-17 07:57:51.084;42.3
2024-07-17 07:58:01.074;1140;2024-07-17 07:58:01.074;1273;2024-07-17 07:58:01.074;2007;2024-07-17 07:58:01.074;26.8;2024-07-17 07:58:01.074;0.104;2024-07-17 07:58:01.074;43.8
2024-07-17 07:58:11.064;1161;2024-07-17 07:58:11.064;1264;2024-07-17 07:58:11.064;2809;2024-07-17 07:58:11.064;26.7;2024-07-17 07:58:11.064;0.081;2024-07-17 07:58:11.064;47.8
2024-07-17 07:58:21.054;1183;2024-07-17 07:58:21.054;1256;2024-07-17 07:58:21.054;3664;2024-07-17 07:58:21.054;26.7;2024-07-17 07:58:21.054;0.058;2024-07-17 07:58:21.054;44.6
2024-07-17 08:03:50.763;1052;2024-07-17 08:03:50.763;1669;2024-07-17 08:03:50.763;0;2024-07-17 08:03:50.763;27.1;2024-07-17 08:03:50.763;0.370;2024-07-17 08:03:50.763;0.0
2024-07-17 08:04:00.753;1150;2024-07-17 08:04:00.753;1660;2024-07-17 08:04:00.753;61;2024-07-17 08:04:00.753;27.0;2024-07-17 08:04:00.753;0.307;2024-07-17 08:04:00.753;3.9
2024-07-17 08:04:10.742;1169;2024-07-17 08:04:10.742;1665;2024-07-17 08:04:10.742;111;2024-07-17 08:04:10.742;27.0;2024-07-17 08:04:10.742;0.298;2024-07-17 08:04:10.742;6.9
2024-07-17 08:04:20.732;1197;2024-07-17 08:04:20.732;1702;2024-07-17 08:04:20.732;161;2024-07-17 08:04:20.732;27.1;2024-07-17 08:04:20.732;0.297;2024-07-17 08:04:20.732;10.0
2024-07-17 08:04:30.722;1225;2024-07-17 08:04:30.722;1716;2024-07-17 08:04:30.722;221;2024-07-17 08:04:30.722;27.1;2024-07-17 08:04:30.722;0.286;2024-07-17 08:04:30.722;13.3
2024-07-17 08:04:40.708;1249;2024-07-17 08:04:40.708;1719;2024-07-17 08:04:40.708;306;2024-07-17 08:04:40.708;27.1;2024-07-17 08:04:40.708;0.273;2024-07-17 08:04:40.708;17.5
2024-07-17 08:04:50.713;1305;2024-07-17 08:04:50.713;1727;2024-07-17 08:04:50.713;465;2024-07-17 08:04:50.713;27.0;2024-07-17 08:04:50.713;0.244;2024-07-17 08:04:50.713;23.8
2024-07-17 08:05:00.702;1382;2024-07-17 08:05:00.702;1737;2024-07-17 08:05:00.702;697;2024-07-17 08:05:00.702;27.1;2024-07-17 08:05:00.702;0.204;2024-07-17 08:05:00.702;29.9
2024-07-17 08:05:10.699;1459;2024-07-17 08:05:10.699;1741;2024-07-17 08:05:10.699;1027;2024-07-17 08:05:10.699;27.1;2024-07-17 08:05:10.699;0.162;2024-07-17 08:05:10.699;34.9
2024-07-17 08:05:20.682;1530;2024-07-17 08:05:20.682;1747;2024-07-17 08:05:20.682;1537;2024-07-17 08:05:20.682;27.1;2024-07-17 08:05:20.682;0.124;2024-07-17 08:05:20.682;40.0
2024-07-17 08:05:30.672;1578;2024-07-17 08:05:30.672;1752;2024-07-17 08:05:30.672;2007;2024-07-17 08:05:30.672;27.1;2024-07-17 08:05:30.672;0.099;2024-07-17 08:05:30.672;41.7
2024-07-17 08:05:40.662;1623;2024-07-17 08:05:40.662;1751;2024-07-17 08:05:40.662;2808;2024-07-17 08:05:40.662;27.1;2024-07-17 08:05:40.662;0.073;2024-07-17 08:05:40.662;43.0
2024-07-17 08:05:50.652;1655;2024-07-17 08:05:50.652;1745;2024-07-17 08:05:50.652;3664;2024-07-17 08:05:50.652;27.1;2024-07-17 08:05:50.652;0.052;2024-07-17 08:05:50.652;40.0
2024-07-17 08:07:11.802;285;2024-07-17 08:07:11.802;386;2024-07-17 08:07:11.802;0;2024-07-17 08:07:11.802;27.1;2024-07-17 08:07:11.802;0.262;2024-07-17 08:07:11.802;0.0
2024-07-17 08:07:21.742;290;2024-07-17 08:07:21.742;396;2024-07-17 08:07:21.742;61;2024-07-17 08:07:21.742;27.2;2024-07-17 08:07:21.742;0.268;2024-07-17 08:07:21.742;3.4
2024-07-17 08:07:31.782;296;2024-07-17 08:07:31.782;405;2024-07-17 08:07:31.782;111;2024-07-17 08:07:31.782;27.1;2024-07-17 08:07:31.782;0.269;2024-07-17 08:07:31.782;6.3
2024-07-17 08:07:41.767;302;2024-07-17 08:07:41.767;416;2024-07-17 08:07:41.767;161;2024-07-17 08:07:41.767;27.1;2024-07-17 08:07:41.767;0.274;2024-07-17 08:07:41.767;9.3
2024-07-17 08:07:51.762;311;2024-07-17 08:07:51.762;427;2024-07-17 08:07:51.762;221;2024-07-17 08:07:51.762;27.2;2024-07-17 08:07:51.762;0.272;2024-07-17 08:07:51.762;12.6
2024-07-17 08:08:01.752;319;2024-07-17 08:08:01.752;439;2024-07-17 08:08:01.752;306;2024-07-17 08:08:01.752;27.2;2024-07-17 08:08:01.752;0.273;2024-07-17 08:08:01.752;17.5
2024-07-17 08:08:11.737;328;2024-07-17 08:08:11.737;448;2024-07-17 08:08:11.737;465;2024-07-17 08:08:11.737;27.1;2024-07-17 08:08:11.737;0.268;2024-07-17 08:08:11.737;26.2
2024-07-17 08:08:21.722;346;2024-07-17 08:08:21.722;460;2024-07-17 08:08:21.722;697;2024-07-17 08:08:21.722;27.1;2024-07-17 08:08:21.722;0.248;2024-07-17 08:08:21.722;36.3
2024-07-17 08:08:31.712;361;2024-07-17 08:08:31.712;464;2024-07-17 08:08:31.712;1026;2024-07-17 08:08:31.712;27.1;2024-07-17 08:08:31.712;0.222;2024-07-17 08:08:31.712;47.8
2024-07-17 08:08:41.702;385;2024-07-17 08:08:41.702;472;2024-07-17 08:08:41.702;1535;2024-07-17 08:08:41.702;27.2;2024-07-17 08:08:41.702;0.184;2024-07-17 08:08:41.702;59.3
2024-07-17 08:08:51.697;402;2024-07-17 08:08:51.697;477;2024-07-17 08:08:51.697;2006;2024-07-17 08:08:51.697;27.2;2024-07-17 08:08:51.697;0.157;2024-07-17 08:08:51.697;66.1
2024-07-17 08:09:01.681;423;2024-07-17 08:09:01.681;484;2024-07-17 08:09:01.681;2808;2024-07-17 08:09:01.681;27.2;2024-07-17 08:09:01.681;0.126;2024-07-17 08:09:01.681;74.3
2024-07-17 08:09:11.672;441;2024-07-17 08:09:11.672;492;2024-07-17 08:09:11.672;3662;2024-07-17 08:09:11.672;27.2;2024-07-17 08:09:11.672;0.104;2024-07-17 08:09:11.672;80.0
2024-07-17 08:10:29.001;668;2024-07-17 08:10:29.001;974;2024-07-17 08:10:29.001;0;2024-07-17 08:10:29.001;27.2;2024-07-17 08:10:29.001;0.314;2024-07-17 08:10:29.001;0.0
2024-07-17 08:10:38.991;705;2024-07-17 08:10:38.991;975;2024-07-17 08:10:38.991;61;2024-07-17 08:10:38.991;27.2;2024-07-17 08:10:38.991;0.277;2024-07-17 08:10:38.991;3.5
2024-07-17 08:10:48.981;716;2024-07-17 08:10:48.981;982;2024-07-17 08:10:48.981;111;2024-07-17 08:10:48.981;27.2;2024-07-17 08:10:48.981;0.271;2024-07-17 08:10:48.981;6.3
2024-07-17 08:10:58.971;729;2024-07-17 08:10:58.971;998;2024-07-17 08:10:58.971;161;2024-07-17 08:10:58.971;27.3;2024-07-17 08:10:58.971;0.270;2024-07-17 08:10:58.971;9.1
2024-07-17 08:11:08.961;746;2024-07-17 08:11:08.961;1015;2024-07-17 08:11:08.961;221;2024-07-17 08:11:08.961;27.3;2024-07-17 08:11:08.961;0.265;2024-07-17 08:11:08.961;12.3
2024-07-17 08:11:18.951;762;2024-07-17 08:11:18.951;1021;2024-07-17 08:11:18.951;306;2024-07-17 08:11:18.951;27.3;2024-07-17 08:11:18.951;0.254;2024-07-17 08:11:18.951;16.3
2024-07-17 08:11:28.941;794;2024-07-17 08:11:28.941;1027;2024-07-17 08:11:28.941;465;2024-07-17 08:11:28.941;27.3;2024-07-17 08:11:28.941;0.227;2024-07-17 08:11:28.941;22.2
2024-07-17 08:11:38.927;837;2024-07-17 08:11:38.927;1035;2024-07-17 08:11:38.927;695;2024-07-17 08:11:38.927;27.3;2024-07-17 08:11:38.927;0.191;2024-07-17 08:11:38.927;27.9
2024-07-17 08:11:48.921;880;2024-07-17 08:11:48.921;1044;2024-07-17 08:11:48.921;1026;2024-07-17 08:11:48.921;27.3;2024-07-17 08:11:48.921;0.157;2024-07-17 08:11:48.921;33.8
2024-07-17 08:11:58.901;926;2024-07-17 08:11:58.901;1050;2024-07-17 08:11:58.901;1534;2024-07-17 08:11:58.901;27.4;2024-07-17 08:11:58.901;0.118;2024-07-17 08:11:58.901;38.0
2024-07-17 08:12:08.891;952;2024-07-17 08:12:08.891;1051;2024-07-17 08:12:08.891;2006;2024-07-17 08:12:08.891;27.4;2024-07-17 08:12:08.891;0.094;2024-07-17 08:12:08.891;39.6
2024-07-17 08:12:18.881;980;2024-07-17 08:12:18.881;1056;2024-07-17 08:12:18.881;2807;2024-07-17 08:12:18.881;27.4;2024-07-17 08:12:18.881;0.072;2024-07-17 08:12:18.881;42.4
2024-07-17 08:12:28.871;1000;2024-07-17 08:12:28.871;1054;2024-07-17 08:12:28.871;3660;2024-07-17 08:12:28.871;27.3;2024-07-17 08:12:28.871;0.051;2024-07-17 08:12:28.871;39.2
2024-07-17 08:13:51.501;485;2024-07-17 08:13:51.501;824;2024-07-17 08:13:51.501;0;2024-07-17 08:13:51.501;27.4;2024-07-17 08:13:51.501;0.411;2024-07-17 08:13:51.501;0.0
2024-07-17 08:14:01.490;469;2024-07-17 08:14:01.490;771;2024-07-17 08:14:01.490;61;2024-07-17 08:14:01.490;27.4;2024-07-17 08:14:01.490;0.392;2024-07-17 08:14:01.490;5.0
2024-07-17 08:14:11.481;481;2024-07-17 08:14:11.481;796;2024-07-17 08:14:11.481;111;2024-07-17 08:14:11.481;27.4;2024-07-17 08:14:11.481;0.396;2024-07-17 08:14:11.481;9.2
2024-07-17 08:14:21.470;501;2024-07-17 08:14:21.470;826;2024-07-17 08:14:21.470;161;2024-07-17 08:14:21.470;27.4;2024-07-17 08:14:21.470;0.393;2024-07-17 08:14:21.470;13.3
2024-07-17 08:14:31.460;522;2024-07-17 08:14:31.460;856;2024-07-17 08:14:31.460;221;2024-07-17 08:14:31.460;27.5;2024-07-17 08:14:31.460;0.390;2024-07-17 08:14:31.460;18.1
2024-07-17 08:14:41.451;549;2024-07-17 08:14:41.451;875;2024-07-17 08:14:41.451;306;2024-07-17 08:14:41.451;27.5;2024-07-17 08:14:41.451;0.373;2024-07-17 08:14:41.451;24.0
2024-07-17 08:14:51.461;594;2024-07-17 08:14:51.461;894;2024-07-17 08:14:51.461;465;2024-07-17 08:14:51.461;27.4;2024-07-17 08:14:51.461;0.336;2024-07-17 08:14:51.461;32.8
2024-07-17 08:15:01.450;651;2024-07-17 08:15:01.450;910;2024-07-17 08:15:01.450;695;2024-07-17 08:15:01.450;27.4;2024-07-17 08:15:01.450;0.285;2024-07-17 08:15:01.450;41.6
2024-07-17 08:15:11.440;703;2024-07-17 08:15:11.440;917;2024-07-17 08:15:11.440;1026;2024-07-17 08:15:11.440;27.4;2024-07-17 08:15:11.440;0.233;2024-07-17 08:15:11.440;50.2
2024-07-17 08:15:21.431;756;2024-07-17 08:15:21.431;930;2024-07-17 08:15:21.431;1534;2024-07-17 08:15:21.431;27.5;2024-07-17 08:15:21.431;0.187;2024-07-17 08:15:21.431;60.2
2024-07-17 08:15:31.416;797;2024-07-17 08:15:31.416;939;2024-07-17 08:15:31.416;2006;2024-07-17 08:15:31.416;27.4;2024-07-17 08:15:31.416;0.151;2024-07-17 08:15:31.416;63.6
2024-07-17 08:15:41.405;837;2024-07-17 08:15:41.405;946;2024-07-17 08:15:41.405;2807;2024-07-17 08:15:41.405;27.4;2024-07-17 08:15:41.405;0.115;2024-07-17 08:15:41.405;67.8
2024-07-17 08:15:51.390;861;2024-07-17 08:15:51.390;939;2024-07-17 08:15:51.390;3660;2024-07-17 08:15:51.390;27.4;2024-07-17 08:15:51.390;0.083;2024-07-17 08:15:51.390;63.8
2024-07-17 08:17:01.550;534;2024-07-17 08:17:01.550;853;2024-07-17 08:17:01.550;0;2024-07-17 08:17:01.550;27.5;2024-07-17 08:17:01.550;0.374;2024-07-17 08:17:01.550;0.0
2024-07-17 08:17:11.540;586;2024-07-17 08:17:11.540;863;2024-07-17 08:17:11.540;61;2024-07-17 08:17:11.540;27.4;2024-07-17 08:17:11.540;0.321;2024-07-17 08:17:11.540;4.1
2024-07-17 08:17:21.530;599;2024-07-17 08:17:21.530;878;2024-07-17 08:17:21.530;111;2024-07-17 08:17:21.530;27.4;2024-07-17 08:17:21.530;0.318;2024-07-17 08:17:21.530;7.4
2024-07-17 08:17:31.520;617;2024-07-17 08:17:31.520;901;2024-07-17 08:17:31.520;159;2024-07-17 08:17:31.520;27.4;2024-07-17 08:17:31.520;0.315;2024-07-17 08:17:31.520;10.5
2024-07-17 08:17:41.510;634;2024-07-17 08:17:41.510;920;2024-07-17 08:17:41.510;221;2024-07-17 08:17:41.510;27.4;2024-07-17 08:17:41.510;0.311;2024-07-17 08:17:41.510;14.4
2024-07-17 08:17:51.500;660;2024-07-17 08:17:51.500;945;2024-07-17 08:17:51.500;306;2024-07-17 08:17:51.500;27.5;2024-07-17 08:17:51.500;0.302;2024-07-17 08:17:51.500;19.4
2024-07-17 08:18:01.490;702;2024-07-17 08:18:01.490;967;2024-07-17 08:18:01.490;465;2024-07-17 08:18:01.490;27.4;2024-07-17 08:18:01.490;0.274;2024-07-17 08:18:01.490;26.8
2024-07-17 08:18:11.480;755;2024-07-17 08:18:11.480;987;2024-07-17 08:18:11.480;695;2024-07-17 08:18:11.480;27.4;2024-07-17 08:18:11.480;0.235;2024-07-17 08:18:11.480;34.3
