1: F - Datetime;1: F - Value;1: Fm' - Datetime;1: Fm' - Value;1: PAR - Datetime;1: PAR - Value;1: Temp - Datetime;1: Temp - Value;1: Y (II) - Datetime;1: Y (II) - Value;1: ETR - Datetime;1: ETR - Value
2024-07-17 21:46:59.160;196;2024-07-17 21:46:59.160;549;2024-07-17 21:46:59.160;0;2024-07-17 21:46:59.160;24.9;2024-07-17 21:46:59.160;0.643;2024-07-17 21:46:59.160;0.0
2024-07-17 21:47:23.390;116;2024-07-17 21:47:23.390;352;2024-07-17 21:47:23.390;0;2024-07-17 21:47:23.390;24.9;2024-07-17 21:47:23.390;0.670;2024-07-17 21:47:23.390;0.0
2024-07-17 21:47:49.360;128;2024-07-17 21:47:49.360;371;2024-07-17 21:47:49.360;0;2024-07-17 21:47:49.360;24.9;2024-07-17 21:47:49.360;0.655;2024-07-17 21:47:49.360;0.0
2024-07-17 21:48:11.410;70;2024-07-17 21:48:11.410;218;2024-07-17 21:48:11.410;0;2024-07-17 21:48:11.410;24.8;2024-07-17 21:48:11.410;0.679;2024-07-17 21:48:11.410;0.0
2024-07-17 21:48:30.430;115;2024-07-17 21:48:30.430;344;2024-07-17 21:48:30.430;0;2024-07-17 21:48:30.430;24.8;2024-07-17 21:48:30.430;0.666;2024-07-17 21:48:30.430;0.0
2024-07-17 21:49:12.180;116;2024-07-17 21:49:12.180;387;2024-07-17 21:49:12.180;0;2024-07-17 21:49:12.180;24.8;2024-07-17 21:49:12.180;0.700;2024-07-17 21:49:12.180;0.0
2024-07-17 21:49:30.110;84;2024-07-17 21:49:30.110;307;2024-07-17 21:49:30.110;0;2024-07-17 21:49:30.110;24.8;2024-07-17 21:49:30.110;0.726;2024-07-17 21:49:30.110;0.0
2024-07-17 21:49:53.650;91;2024-07-17 21:49:53.650;249;2024-07-17 21:49:53.650;0;2024-07-17 21:49:53.650;24.8;2024-07-17 21:49:53.650;0.635;2024-07-17 21:49:53.650;0.0
2024-07-17 21:50:23.440;117;2024-07-17 21:50:23.440;353;2024-07-17 21:50:23.440;0;2024-07-17 21:50:23.440;24.7;2024-07-17 21:50:23.440;0.669;2024-07-17 21:50:23.440;0.0
2024-07-17 21:50:41.910;69;2024-07-17 21:50:41.910;218;2024-07-17 21:50:41.910;0;2024-07-17 21:50:41.910;24.7;2024-07-17 21:50:41.910;0.683;2024-07-17 21:50:41.910;0.0
2024-07-17 21:51:14.480;177;2024-07-17 21:51:14.480;517;2024-07-17 21:51:14.480;0;2024-07-17 21:51:14.480;24.7;2024-07-17 21:51:14.480;0.658;2024-07-17 21:51:14.480;0.0
2024-07-17 21:51:33.050;61;2024-07-17 21:51:33.050;211;2024-07-17 21:51:33.050;0;2024-07-17 21:51:33.050;24.7;2024-07-17 21:51:33.050;0.711;2024-07-17 21:51:33.050;0.0
2024-07-17 21:51:53.210;127;2024-07-17 21:51:53.210;407;2024-07-17 21:51:53.210;0;2024-07-17 21:51:53.210;24.7;2024-07-17 21:51:53.210;0.688;2024-07-17 21:51:53.210;0.0
2024-07-17 21:52:09.400;74;2024-07-17 21:52:09.400;248;2024-07-17 21:52:09.400;0;2024-07-17 21:52:09.400;24.7;2024-07-17 21:52:09.400;0.702;2024-07-17 21:52:09.400;0.0
