Sync,Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:Depth,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,24-08-14,09:01:41.653,F,148,809,1007,1542,0.197,63.8,495,0.42,0.0,0.387,-0.010,0.237,0.046,0.768,0.035,546,1053,0.481
,24-08-14,09:01:51.642,F,149,835,997,2016,0.162,68.6,488,0.42,0.0,0.318,-0.004,0.186,0.056,0.793,0.045,546,1053,0.481
,24-08-14,09:02:01.633,F,150,848,955,2821,0.112,66.3,474,0.42,0.0,0.222,0.051,0.124,0.103,0.805,0.083,546,1053,0.481
LCE,24-08-14,09:02:11.622,F,151,851,934,3678,0.089,68.7,476,0.42,0.0,0.181,0.097,0.101,0.127,0.808,0.103,546,1053,0.481
,24-08-14,09:03:59.582,REG1,,"#1: alpha: 0.081, ETRm: 65.768, Ik: 808.606   ( beta: 0.004, ETRmPot: 81.483 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:03:59.582,REG2,,"#1: alpha: 0.067, ETRm: 64.955, Ik: 965.037   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:04:00.972,FO,152,317,487,0,0.349,0.0,0,0.42,0.0,0,0,0,0,0,0,317,487,0.349
,24-08-14,09:04:10.983,F,153,340,522,62,0.349,4.5,328,0.42,0.0,0.938,-0.141,0.905,-0.067,0.698,-0.047,317,487,0.349
,24-08-14,09:04:20.974,F,154,349,530,112,0.342,8.0,335,0.42,0.0,0.928,-0.147,0.891,-0.081,0.717,-0.059,317,487,0.349
,24-08-14,09:04:30.957,F,155,360,547,162,0.342,11.6,337,0.42,0.0,0.890,-0.235,0.833,-0.110,0.739,-0.081,317,487,0.349
,24-08-14,09:04:40.947,F,156,366,554,224,0.339,15.9,339,0.42,0.0,0.874,-0.265,0.810,-0.121,0.752,-0.091,317,487,0.349
,24-08-14,09:04:50.938,F,157,376,561,309,0.330,21.4,342,0.42,0.0,0.845,-0.288,0.769,-0.132,0.772,-0.102,317,487,0.349
,24-08-14,09:05:00.931,F,158,396,570,467,0.305,29.9,334,0.42,0.0,0.737,-0.388,0.622,-0.146,0.813,-0.118,317,487,0.349
,24-08-14,09:05:10.918,F,159,421,573,701,0.265,39.0,331,0.42,0.0,0.628,-0.424,0.494,-0.150,0.864,-0.129,317,487,0.349
,24-08-14,09:05:20.908,F,160,433,566,1031,0.235,50.9,335,0.42,0.0,0.576,-0.359,0.446,-0.140,0.889,-0.124,317,487,0.349
,24-08-14,09:05:30.898,F,161,468,571,1542,0.180,58.3,341,0.42,0.0,0.448,-0.353,0.326,-0.147,0.961,-0.141,317,487,0.349
,24-08-14,09:05:40.892,F,162,491,576,2015,0.148,62.6,342,0.42,0.0,0.363,-0.376,0.253,-0.155,1.008,-0.156,317,487,0.349
,24-08-14,09:05:50.880,F,163,508,572,2818,0.112,66.3,338,0.42,0.0,0.274,-0.376,0.182,-0.149,1.043,-0.155,317,487,0.349
LCE,24-08-14,09:06:00.868,F,164,522,570,3677,0.084,64.9,342,0.42,0.0,0.211,-0.341,0.138,-0.146,1.072,-0.156,317,487,0.349
,24-08-14,09:08:55.929,REG1,,"#1: alpha: 0.083, ETRm: 50.874, Ik: 612.498   ( beta: 0.005, ETRmPot: 64.925 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:08:55.929,REG2,,"#1: alpha: 0.070, ETRm: 49.456, Ik: 706.493   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:08:57.332,FO,165,511,840,0,0.392,0.0,0,0.42,0.0,0,0,0,0,0,0,511,840,0.392
,24-08-14,09:09:07.320,F,166,569,869,62,0.345,4.5,520,0.42,0.0,0.860,-0.061,0.786,-0.033,0.677,-0.022,511,840,0.392
,24-08-14,09:09:17.308,F,167,573,882,112,0.350,8.2,526,0.42,0.0,0.868,-0.082,0.797,-0.048,0.682,-0.032,511,840,0.392
,24-08-14,09:09:27.292,F,168,584,903,162,0.353,12.0,542,0.42,0.0,0.884,-0.097,0.820,-0.070,0.695,-0.048,511,840,0.392
,24-08-14,09:09:37.288,F,169,624,949,224,0.342,16.1,553,0.42,0.0,0.821,-0.204,0.728,-0.115,0.743,-0.085,511,840,0.392
,24-08-14,09:09:47.271,F,170,655,974,309,0.328,21.3,562,0.42,0.0,0.774,-0.252,0.664,-0.138,0.780,-0.108,511,840,0.392
,24-08-14,09:09:57.269,F,171,709,999,467,0.290,28.4,572,0.42,0.0,0.679,-0.298,0.548,-0.159,0.844,-0.134,511,840,0.392
,24-08-14,09:10:07.255,F,172,765,1015,701,0.246,36.2,580,0.42,0.0,0.575,-0.322,0.436,-0.172,0.911,-0.157,511,840,0.392
,24-08-14,09:10:17.247,F,173,822,1027,1032,0.200,43.3,583,0.42,0.0,0.462,-0.350,0.328,-0.182,0.979,-0.179,511,840,0.392
,24-08-14,09:10:27.236,F,174,879,1032,1543,0.148,48.0,591,0.42,0.0,0.347,-0.340,0.233,-0.186,1.046,-0.194,511,840,0.392
,24-08-14,09:10:37.218,F,175,913,1041,2015,0.123,52.0,601,0.42,0.0,0.291,-0.337,0.192,-0.193,1.087,-0.210,511,840,0.392
,24-08-14,09:10:47.217,F,176,957,1046,2820,0.085,50.3,612,0.42,0.0,0.205,-0.319,0.131,-0.197,1.139,-0.224,511,840,0.392
LCE,24-08-14,09:10:57.201,F,177,984,1048,3677,0.061,47.1,625,0.42,0.0,0.151,-0.286,0.096,-0.198,1.171,-0.232,511,840,0.392
,24-08-14,09:14:50.996,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 31.674 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:14:50.996,REG2,,"#1: alpha: 0.059, ETRm: 31.657, Ik: 535.001   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:14:52.518,FO,178,574,857,0,0.330,0.0,0,0.42,0.0,0,0,0,0,0,0,574,857,0.330
,24-08-14,09:15:02.508,F,179,613,859,62,0.286,3.7,577,0.42,0.0,0.872,0.004,0.821,-0.002,0.715,-0.001,574,857,0.330
,24-08-14,09:15:12.496,F,180,624,890,112,0.299,7.0,591,0.42,0.0,0.890,-0.057,0.843,-0.037,0.728,-0.027,574,857,0.330
,24-08-14,09:15:22.487,F,181,655,927,162,0.293,10.0,612,0.42,0.0,0.863,-0.113,0.806,-0.076,0.764,-0.057,574,857,0.330
,24-08-14,09:15:32.475,F,182,686,956,224,0.282,13.3,631,0.42,0.0,0.831,-0.148,0.764,-0.104,0.800,-0.082,574,857,0.330
,24-08-14,09:15:42.470,F,183,736,990,309,0.257,16.7,644,0.42,0.0,0.734,-0.223,0.642,-0.134,0.859,-0.116,574,857,0.330
,24-08-14,09:15:52.458,F,184,786,1010,469,0.222,21.9,653,0.42,0.0,0.627,-0.261,0.521,-0.151,0.917,-0.139,574,857,0.330
,24-08-14,09:16:02.450,F,185,843,1027,701,0.179,26.4,666,0.42,0.0,0.510,-0.276,0.403,-0.166,0.984,-0.163,574,857,0.330
,24-08-14,09:16:12.440,F,186,893,1032,1032,0.135,29.3,670,0.42,0.0,0.384,-0.279,0.288,-0.170,1.042,-0.177,574,857,0.330
,24-08-14,09:16:22.429,F,187,938,1041,1543,0.099,32.1,677,0.42,0.0,0.283,-0.286,0.204,-0.177,1.095,-0.194,574,857,0.330
,24-08-14,09:16:32.414,F,188,953,1026,2015,0.071,30.0,667,0.42,0.0,0.203,-0.269,0.142,-0.165,1.112,-0.183,574,857,0.330
,24-08-14,09:16:42.407,F,189,945,1001,2821,0.056,33.2,668,0.42,0.0,0.168,-0.177,0.119,-0.144,1.103,-0.159,574,857,0.330
LCE,24-08-14,09:16:52.393,F,190,973,1016,3680,0.042,32.5,698,0.42,0.0,0.135,-0.124,0.097,-0.156,1.135,-0.177,574,857,0.330
,24-08-14,09:19:14.921,REG1,,"#1: alpha: 0.077, ETRm: 50.341, Ik: 650.029   ( beta: 0.001, ETRmPot: 54.476 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:19:14.921,REG2,,"#1: alpha: 0.062, ETRm: 49.508, Ik: 796.368   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:19:16.303,FO,191,393,600,0,0.345,0.0,0,0.42,0.0,0,0,0,0,0,0,393,600,0.345
,24-08-14,09:19:26.297,F,192,418,628,62,0.334,4.3,400,0.42,0.0,0.921,-0.101,0.881,-0.045,0.697,-0.031,393,600,0.345
,24-08-14,09:19:36.283,F,193,430,646,112,0.334,7.9,408,0.42,0.0,0.908,-0.150,0.862,-0.071,0.717,-0.051,393,600,0.345
,24-08-14,09:19:46.272,F,194,444,662,162,0.329,11.2,411,0.42,0.0,0.869,-0.213,0.804,-0.094,0.740,-0.069,393,600,0.345
,24-08-14,09:19:56.262,F,195,460,680,224,0.324,15.2,417,0.42,0.0,0.837,-0.271,0.759,-0.118,0.767,-0.091,393,600,0.345
,24-08-14,09:20:06.252,F,196,483,694,309,0.304,19.7,421,0.42,0.0,0.773,-0.319,0.674,-0.135,0.805,-0.109,393,600,0.345
,24-08-14,09:20:16.242,F,197,518,709,467,0.269,26.4,427,0.42,0.0,0.677,-0.362,0.558,-0.154,0.863,-0.132,393,600,0.345
,24-08-14,09:20:26.182,F,198,555,720,701,0.229,33.7,432,0.42,0.0,0.573,-0.391,0.446,-0.167,0.925,-0.154,393,600,0.345
,24-08-14,09:20:36.222,F,199,594,730,1031,0.186,40.3,440,0.42,0.0,0.469,-0.401,0.347,-0.178,0.990,-0.176,393,600,0.345
,24-08-14,09:20:46.212,F,200,630,736,1542,0.144,46.6,444,0.42,0.0,0.363,-0.411,0.256,-0.185,1.050,-0.194,393,600,0.345
,24-08-14,09:20:56.202,F,201,653,739,2015,0.116,49.1,452,0.42,0.0,0.300,-0.386,0.208,-0.188,1.088,-0.204,393,600,0.345
,24-08-14,09:21:06.192,F,202,675,739,2820,0.087,51.5,458,0.42,0.0,0.228,-0.357,0.155,-0.188,1.125,-0.212,393,600,0.345
LCE,24-08-14,09:21:16.180,F,203,691,738,3678,0.064,49.4,465,0.42,0.0,0.172,-0.319,0.116,-0.187,1.152,-0.216,393,600,0.345
,24-08-14,09:26:16.684,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 45.487 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:26:16.684,REG2,,"#1: alpha: 0.065, ETRm: 44.744, Ik: 690.404   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:26:18.235,FO,204,451,699,0,0.355,0.0,0,0.42,0.0,0,0,0,0,0,0,451,699,0.355
,24-08-14,09:26:28.225,F,205,482,723,62,0.333,4.3,455,0.42,0.0,0.899,-0.081,0.849,-0.033,0.690,-0.023,451,699,0.355
,24-08-14,09:26:38.215,F,206,469,680,112,0.310,7.3,426,0.42,0.0,0.831,-0.024,0.755,0.028,0.671,0.019,451,699,0.355
,24-08-14,09:26:48.205,F,207,458,672,162,0.318,10.8,429,0.42,0.0,0.881,0.020,0.825,0.040,0.655,0.027,451,699,0.355
,24-08-14,09:26:58.197,F,208,468,680,224,0.312,14.7,427,0.42,0.0,0.838,-0.020,0.765,0.028,0.670,0.018,451,699,0.355
,24-08-14,09:27:08.184,F,209,475,683,309,0.305,19.8,429,0.42,0.0,0.819,-0.024,0.740,0.023,0.680,0.015,451,699,0.355
,24-08-14,09:27:18.174,F,210,498,653,469,0.237,23.3,404,0.42,0.0,0.622,-0.004,0.505,0.070,0.712,0.051,451,699,0.355
,24-08-14,09:27:28.164,F,211,496,657,701,0.245,36.1,407,0.42,0.0,0.644,-0.008,0.528,0.064,0.710,0.045,451,699,0.355
,24-08-14,09:27:38.154,F,212,533,660,1032,0.192,41.6,437,0.42,0.0,0.570,0.101,0.467,0.059,0.763,0.045,451,699,0.355
,24-08-14,09:27:48.144,F,213,706,808,1543,0.126,40.8,508,0.42,0.0,0.340,-0.210,0.245,-0.135,1.010,-0.136,451,699,0.355
,24-08-14,09:27:58.134,F,214,739,820,2016,0.099,41.9,507,0.42,0.0,0.259,-0.262,0.178,-0.148,1.057,-0.156,451,699,0.355
,24-08-14,09:28:08.074,F,215,762,829,2821,0.081,48.0,509,0.42,0.0,0.209,-0.290,0.140,-0.157,1.090,-0.171,451,699,0.355
LCE,24-08-14,09:28:18.114,F,216,782,831,3677,0.059,45.6,514,0.42,0.0,0.155,-0.278,0.102,-0.159,1.119,-0.178,451,699,0.355
,24-08-14,09:29:57.538,REG1,,"#1: alpha: 0.065, ETRm: 37.769, Ik: 576.829   ( beta: 0.006, ETRmPot: 52.271 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:29:57.538,REG2,,"#1: alpha: 0.056, ETRm: 36.150, Ik: 641.691   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:29:58.924,FO,217,718,1042,0,0.311,0.0,0,0.42,0.0,0,0,0,0,0,0,718,1042,0.311
,24-08-14,09:30:08.911,F,218,737,1014,62,0.273,3.6,710,0.42,0.0,0.911,0.062,0.878,0.028,0.707,0.020,718,1042,0.311
,24-08-14,09:30:18.905,F,219,753,1012,112,0.256,6.0,713,0.42,0.0,0.866,0.077,0.820,0.030,0.723,0.021,718,1042,0.311
,24-08-14,09:30:28.892,F,220,759,1033,162,0.265,9.0,712,0.42,0.0,0.854,0.009,0.801,0.009,0.728,0.007,718,1042,0.311
,24-08-14,09:30:38.884,F,221,776,1051,224,0.262,12.3,720,0.42,0.0,0.831,-0.022,0.771,-0.009,0.745,-0.007,718,1042,0.311
,24-08-14,09:30:48.874,F,222,798,1068,309,0.253,16.4,726,0.42,0.0,0.789,-0.056,0.718,-0.024,0.766,-0.019,718,1042,0.311
,24-08-14,09:30:58.864,F,223,831,1078,467,0.229,22.5,726,0.42,0.0,0.702,-0.086,0.613,-0.033,0.798,-0.027,718,1042,0.311
,24-08-14,09:31:08.854,F,224,877,1085,701,0.192,28.3,720,0.42,0.0,0.570,-0.127,0.468,-0.040,0.842,-0.034,718,1042,0.311
,24-08-14,09:31:18.838,F,225,910,1074,1031,0.153,33.1,723,0.42,0.0,0.467,-0.083,0.371,-0.030,0.873,-0.026,718,1042,0.311
,24-08-14,09:31:28.833,F,226,958,1079,1542,0.112,36.3,712,0.42,0.0,0.330,-0.133,0.245,-0.034,0.919,-0.031,718,1042,0.311
,24-08-14,09:31:38.823,F,227,959,1058,2014,0.094,39.8,691,0.42,0.0,0.270,-0.133,0.195,-0.015,0.920,-0.014,718,1042,0.311
,24-08-14,09:31:48.814,F,228,954,1013,2820,0.058,34.3,669,0.42,0.0,0.172,-0.062,0.121,0.029,0.916,0.026,718,1042,0.311
LCE,24-08-14,09:31:58.794,F,229,927,970,3678,0.044,34.0,639,0.42,0.0,0.130,-0.022,0.090,0.074,0.890,0.066,718,1042,0.311
,24-08-14,09:33:58.018,REG1,,"#1: alpha: 0.104, ETRm: 65.720, Ik: 630.982   ( beta: 0.001, ETRmPot: 69.949 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:33:58.018,REG2,,"#1: alpha: 0.083, ETRm: 64.581, Ik: 774.767   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:33:59.409,FO,230,316,585,0,0.460,0.0,0,0.42,0.0,0,0,0,0,0,0,316,585,0.460
,24-08-14,09:34:09.423,F,231,351,613,62,0.427,5.6,324,0.42,0.0,0.907,-0.074,0.837,-0.046,0.600,-0.027,316,585,0.460
,24-08-14,09:34:19.413,F,232,353,614,112,0.425,10.0,326,0.42,0.0,0.906,-0.071,0.837,-0.047,0.603,-0.028,316,585,0.460
,24-08-14,09:34:29.403,F,233,362,627,162,0.423,14.4,328,0.42,0.0,0.886,-0.112,0.803,-0.067,0.619,-0.042,316,585,0.460
,24-08-14,09:34:39.392,F,234,371,635,224,0.416,19.6,328,0.42,0.1,0.860,-0.141,0.760,-0.079,0.634,-0.050,316,585,0.460
,24-08-14,09:34:49.383,F,235,384,639,309,0.399,25.9,328,0.42,0.1,0.820,-0.156,0.700,-0.085,0.656,-0.055,316,585,0.460
,24-08-14,09:34:59.373,F,236,407,629,467,0.353,34.6,326,0.42,0.1,0.733,-0.126,0.587,-0.070,0.696,-0.049,316,585,0.460
,24-08-14,09:35:09.363,F,237,439,642,701,0.316,46.5,332,0.42,0.1,0.655,-0.152,0.495,-0.089,0.750,-0.066,316,585,0.460
,24-08-14,09:35:19.353,F,238,480,634,1032,0.243,52.7,330,0.42,0.1,0.507,-0.130,0.349,-0.077,0.821,-0.064,316,585,0.460
,24-08-14,09:35:29.343,F,239,508,627,1543,0.190,61.6,328,0.42,0.1,0.398,-0.112,0.257,-0.067,0.868,-0.058,316,585,0.460
,24-08-14,09:35:39.323,F,240,518,611,2016,0.152,64.4,326,0.42,0.1,0.326,-0.059,0.205,-0.043,0.885,-0.037,316,585,0.460
,24-08-14,09:35:49.313,F,241,534,600,2821,0.110,65.2,326,0.42,0.0,0.241,-0.019,0.147,-0.025,0.913,-0.023,316,585,0.460
LCE,24-08-14,09:35:59.303,F,242,541,591,3680,0.085,65.7,330,0.42,0.1,0.192,0.030,0.117,-0.010,0.925,-0.010,316,585,0.460
,24-08-14,09:37:54.284,REG1,,"#1: alpha: 0.090, ETRm: 58.628, Ik: 650.149   ( beta: 0.002, ETRmPot: 63.933 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:37:54.284,REG2,,"#1: alpha: 0.073, ETRm: 57.723, Ik: 795.960   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:37:55.667,FO,243,434,732,0,0.407,0.0,0,0.42,0.1,0,0,0,0,0,0,434,732,0.407
,24-08-14,09:38:05.661,F,244,488,751,62,0.350,4.6,450,0.42,0.1,0.874,-0.010,0.806,-0.025,0.667,-0.017,434,732,0.407
,24-08-14,09:38:15.650,F,245,497,769,112,0.354,8.3,453,0.42,0.1,0.861,-0.060,0.785,-0.048,0.679,-0.033,434,732,0.407
,24-08-14,09:38:25.644,F,246,513,800,162,0.359,12.2,465,0.42,0.1,0.857,-0.124,0.777,-0.085,0.701,-0.060,434,732,0.407
,24-08-14,09:38:35.629,F,247,530,828,224,0.360,16.9,471,0.42,0.1,0.835,-0.198,0.742,-0.116,0.724,-0.084,434,732,0.407
,24-08-14,09:38:45.623,F,248,556,848,309,0.344,22.3,480,0.42,0.1,0.793,-0.235,0.685,-0.137,0.760,-0.104,434,732,0.407
,24-08-14,09:38:55.604,F,249,591,860,469,0.313,30.8,484,0.42,0.1,0.715,-0.262,0.586,-0.149,0.807,-0.120,434,732,0.407
,24-08-14,09:39:05.600,F,250,637,875,701,0.272,40.0,489,0.42,0.1,0.617,-0.295,0.474,-0.163,0.870,-0.142,434,732,0.407
,24-08-14,09:39:15.584,F,251,687,882,1032,0.221,47.9,490,0.42,0.1,0.497,-0.315,0.354,-0.170,0.939,-0.160,434,732,0.407
,24-08-14,09:39:25.572,F,252,728,880,1542,0.173,56.0,489,0.42,0.1,0.389,-0.312,0.261,-0.168,0.995,-0.168,434,732,0.407
,24-08-14,09:39:35.563,F,253,753,871,2015,0.135,57.1,489,0.42,0.1,0.309,-0.282,0.201,-0.160,1.029,-0.164,434,732,0.407
,24-08-14,09:39:45.555,F,254,774,855,2820,0.095,56.3,495,0.42,0.1,0.225,-0.208,0.144,-0.144,1.057,-0.152,434,732,0.407
LCE,24-08-14,09:39:55.545,F,255,796,862,3678,0.077,59.5,496,0.42,0.1,0.180,-0.228,0.112,-0.151,1.087,-0.164,434,732,0.407
,24-08-14,09:41:54.692,REG1,,"#1: alpha: 0.067, ETRm: 60.278, Ik: 895.537   ( beta: 0.012, ETRmPot: 99.754 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:41:54.692,REG2,,"#1: alpha: 0.058, ETRm: 59.575, Ik: 1031.003   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:41:56.212,FO,256,287,413,0,0.305,0.0,0,0.42,0.1,0,0,0,0,0,0,287,413,0.305
,24-08-14,09:42:06.202,F,257,304,420,62,0.276,3.6,290,0.42,0.1,0.892,-0.032,0.851,-0.017,0.736,-0.012,287,413,0.305
,24-08-14,09:42:16.192,F,258,303,422,112,0.282,6.6,292,0.42,0.1,0.915,-0.032,0.882,-0.021,0.734,-0.016,287,413,0.305
,24-08-14,09:42:26.182,F,259,313,437,162,0.284,9.7,296,0.42,0.1,0.879,-0.119,0.831,-0.055,0.758,-0.042,287,413,0.305
,24-08-14,09:42:36.162,F,260,319,448,224,0.288,13.5,301,0.42,0.1,0.878,-0.167,0.828,-0.078,0.772,-0.060,287,413,0.305
,24-08-14,09:42:46.152,F,261,335,467,309,0.283,18.4,307,0.42,0.1,0.825,-0.270,0.756,-0.116,0.811,-0.094,287,413,0.305
,24-08-14,09:42:56.142,F,262,350,477,469,0.266,26.2,313,0.42,0.1,0.774,-0.302,0.692,-0.134,0.847,-0.113,287,413,0.305
,24-08-14,09:43:06.132,F,263,370,483,701,0.234,34.4,315,0.42,0.1,0.673,-0.333,0.573,-0.145,0.896,-0.130,287,413,0.305
,24-08-14,09:43:16.122,F,264,392,494,1032,0.206,44.6,320,0.42,0.1,0.586,-0.381,0.478,-0.164,0.949,-0.155,287,413,0.305
,24-08-14,09:43:26.112,F,265,422,505,1542,0.164,53.1,325,0.42,0.1,0.461,-0.429,0.355,-0.182,1.022,-0.186,287,413,0.305
,24-08-14,09:43:36.102,F,266,442,511,2015,0.135,57.1,329,0.42,0.1,0.379,-0.444,0.282,-0.192,1.070,-0.205,287,413,0.305
,24-08-14,09:43:46.092,F,267,466,520,2821,0.104,61.6,335,0.42,0.1,0.292,-0.468,0.210,-0.206,1.128,-0.232,287,413,0.305
LCE,24-08-14,09:43:56.082,F,268,484,523,3680,0.075,58.0,339,0.42,0.1,0.212,-0.460,0.148,-0.210,1.172,-0.247,287,413,0.305
,24-08-14,09:48:58.611,REG1,,"#1: alpha: 0.091, ETRm: 57.823, Ik: 633.031   ( beta: 2.301, ETRmPot: 4038.133 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:48:58.611,REG2,,"#1: alpha: 0.082, ETRm: 51.960, Ik: 633.116   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:49:00.042,FO,269,810,1530,0,0.471,0.0,0,0.42,0.1,0,0,0,0,0,0,810,1530,0.471
,24-08-14,09:49:10.024,F,270,887,1445,62,0.386,5.0,746,0.42,0.1,0.798,0.029,0.671,0.059,0.580,0.034,810,1530,0.471
,24-08-14,09:49:20.014,F,271,823,1378,112,0.403,9.5,690,0.42,0.1,0.807,0.044,0.677,0.110,0.538,0.059,810,1530,0.471
,24-08-14,09:49:30.004,F,272,741,1231,162,0.398,13.5,647,0.42,0.1,0.839,0.189,0.733,0.243,0.484,0.118,810,1530,0.471
,24-08-14,09:49:39.994,F,273,687,1106,224,0.379,17.8,590,0.42,0.0,0.812,0.283,0.697,0.383,0.449,0.172,810,1530,0.471
,24-08-14,09:49:49.984,F,274,691,1085,309,0.363,23.6,560,0.42,0.1,0.750,0.271,0.608,0.410,0.452,0.185,810,1530,0.471
,24-08-14,09:49:59.974,F,275,694,1010,469,0.313,30.8,506,0.42,0.0,0.627,0.300,0.457,0.515,0.454,0.233,810,1530,0.471
,24-08-14,09:50:09.964,F,276,657,888,701,0.260,38.3,486,0.42,0.1,0.575,0.442,0.425,0.723,0.429,0.311,810,1530,0.471
,24-08-14,09:50:19.954,F,277,687,913,1032,0.248,53.7,488,0.42,0.1,0.532,0.410,0.378,0.676,0.449,0.303,810,1530,0.471
,24-08-14,09:50:29.944,F,278,696,845,1543,0.176,57.0,473,0.42,0.0,0.401,0.483,0.273,0.811,0.455,0.369,810,1530,0.471
,24-08-14,09:50:39.934,F,279,763,895,2015,0.147,62.2,563,0.42,0.1,0.398,0.539,0.294,0.709,0.499,0.354,810,1530,0.471
,24-08-14,09:50:49.924,F,280,1083,1186,2821,0.087,51.5,650,0.42,0.1,0.192,0.256,0.115,0.290,0.708,0.205,810,1530,0.471
LCE,24-08-14,09:50:59.914,F,281,1116,1168,3680,0.045,34.8,701,0.42,0.0,0.111,0.351,0.070,0.310,0.729,0.226,810,1530,0.471
,24-08-14,09:53:02.563,REG1,,"#1: alpha: 0.061, ETRm: 39.772, Ik: 650.849   ( beta: 0.004, ETRmPot: 51.807 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:53:02.563,REG2,,"#1: alpha: 0.052, ETRm: 38.776, Ik: 751.066   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:53:03.953,FO,282,656,907,0,0.277,0.0,0,0.42,0.0,0,0,0,0,0,0,656,907,0.277
,24-08-14,09:53:13.943,F,283,659,875,62,0.247,3.2,668,0.42,0.0,1.043,0.175,1.057,0.037,0.727,0.026,656,907,0.277
,24-08-14,09:53:23.933,F,284,702,929,112,0.244,5.7,680,0.42,0.1,0.912,0.008,0.883,-0.024,0.774,-0.018,656,907,0.277
,24-08-14,09:53:33.923,F,285,721,954,162,0.244,8.3,686,0.42,0.0,0.869,-0.068,0.827,-0.049,0.795,-0.039,656,907,0.277
,24-08-14,09:53:43.913,F,286,734,970,224,0.243,11.4,688,0.42,0.0,0.837,-0.124,0.785,-0.065,0.809,-0.052,656,907,0.277
,24-08-14,09:53:53.903,F,287,747,977,309,0.235,15.2,692,0.42,0.0,0.807,-0.135,0.748,-0.072,0.824,-0.059,656,907,0.277
,24-08-14,09:54:03.913,F,288,774,990,469,0.218,21.5,691,0.42,0.0,0.722,-0.191,0.645,-0.084,0.853,-0.071,656,907,0.277
,24-08-14,09:54:13.903,F,289,807,1000,701,0.193,28.4,691,0.42,0.0,0.625,-0.231,0.535,-0.093,0.890,-0.083,656,907,0.277
,24-08-14,09:54:23.893,F,290,846,1001,1032,0.155,33.6,693,0.42,0.0,0.503,-0.227,0.412,-0.094,0.933,-0.088,656,907,0.277
,24-08-14,09:54:33.883,F,291,892,1010,1543,0.117,37.9,695,0.42,0.0,0.375,-0.255,0.292,-0.102,0.983,-0.100,656,907,0.277
,24-08-14,09:54:43.873,F,292,922,1014,2015,0.091,38.5,703,0.42,0.0,0.296,-0.239,0.226,-0.106,1.017,-0.108,656,907,0.277
,24-08-14,09:54:53.863,F,293,953,1022,2821,0.068,40.3,706,0.42,0.0,0.218,-0.259,0.161,-0.113,1.051,-0.119,656,907,0.277
LCE,24-08-14,09:55:03.853,F,294,971,1020,3678,0.048,37.1,706,0.42,0.0,0.156,-0.251,0.113,-0.111,1.071,-0.119,656,907,0.277
,24-08-14,09:56:40.762,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 39.893 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,09:56:40.762,REG2,,"#1: alpha: 0.034, ETRm: 49.009, Ik: 1439.953   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,09:56:42.153,FO,295,415,524,0,0.208,0.0,0,0.42,0.0,0,0,0,0,0,0,415,524,0.208
,24-08-14,09:56:52.143,F,296,438,550,62,0.204,2.7,429,0.42,0.0,0.926,-0.110,0.907,-0.047,0.836,-0.040,415,524,0.208
,24-08-14,09:57:02.132,F,297,463,569,112,0.186,4.4,438,0.42,0.0,0.809,-0.202,0.765,-0.079,0.884,-0.070,415,524,0.208
