Sync,Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,24-08-17,07:45:58.336,F,20,1804,2542,465,0.290,28.3,1237,0.42,0.566,0.022,0.388,-0.001,0.710,0.000,1206,2540,0.525
,24-08-17,07:46:08.326,F,21,1949,2517,697,0.226,33.1,1235,0.42,0.443,0.039,0.281,0.009,0.767,0.007,1206,2540,0.525
,24-08-17,07:46:18.316,F,22,2054,2475,1027,0.170,36.7,1227,0.42,0.337,0.064,0.201,0.026,0.809,0.021,1206,2540,0.525
,24-08-17,07:46:28.246,F,23,2125,2421,1537,0.122,39.4,1220,0.42,0.246,0.100,0.141,0.049,0.837,0.041,1206,2540,0.525
,24-08-17,07:46:38.296,F,24,2141,2371,2009,0.097,40.9,1218,0.42,0.199,0.136,0.113,0.071,0.843,0.060,1206,2540,0.525
,24-08-17,07:46:48.286,F,25,2148,2304,2811,0.068,40.1,1215,0.42,0.143,0.184,0.081,0.102,0.846,0.086,1206,2540,0.525
LCE,24-08-17,07:46:58.276,F,26,2117,2225,3668,0.049,37.7,1207,0.42,0.106,0.237,0.060,0.142,0.833,0.118,1206,2540,0.525
,24-08-17,07:49:03.181,REG1,,"#1: alpha: 0.090, ETRm: 38.163, Ik: 422.735   ( beta: 0.001, ETRmPot: 41.037 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,07:49:03.181,REG2,,"#1: alpha: 0.073, ETRm: 37.309, Ik: 512.574   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,07:49:04.575,FO,27,916,1494,0,0.387,0.0,0,0.42,0,0,0,0,0,0,916,1494,0.387
,24-08-17,07:49:14.565,F,28,957,1538,61,0.378,4.8,911,0.42,0.927,-0.085,0.882,-0.029,0.641,-0.019,916,1494,0.387
,24-08-17,07:49:24.555,F,29,983,1561,111,0.370,8.6,921,0.42,0.903,-0.107,0.846,-0.043,0.658,-0.028,916,1494,0.387
,24-08-17,07:49:34.545,F,30,1018,1592,161,0.361,12.2,922,0.42,0.857,-0.159,0.776,-0.062,0.681,-0.042,916,1494,0.387
,24-08-17,07:49:44.535,F,31,1056,1612,221,0.345,16.0,927,0.42,0.812,-0.185,0.713,-0.073,0.707,-0.052,916,1494,0.387
,24-08-17,07:49:54.522,F,32,1111,1629,306,0.318,20.4,928,0.42,0.739,-0.213,0.617,-0.083,0.744,-0.062,916,1494,0.387
,24-08-17,07:50:04.515,F,33,1205,1645,465,0.267,26.1,936,0.42,0.621,-0.227,0.482,-0.092,0.807,-0.074,916,1494,0.387
,24-08-17,07:50:14.505,F,34,1299,1652,697,0.214,31.3,940,0.42,0.496,-0.232,0.359,-0.096,0.869,-0.083,916,1494,0.387
,24-08-17,07:50:24.495,F,35,1384,1650,1027,0.161,34.7,941,0.42,0.375,-0.227,0.255,-0.095,0.926,-0.087,916,1494,0.387
,24-08-17,07:50:34.485,F,36,1436,1629,1537,0.118,38.1,941,0.42,0.281,-0.190,0.184,-0.083,0.961,-0.079,916,1494,0.387
,24-08-17,07:50:44.470,F,37,1457,1603,2009,0.091,38.4,935,0.42,0.219,-0.156,0.141,-0.068,0.975,-0.066,916,1494,0.387
,24-08-17,07:50:54.455,F,38,1474,1577,2809,0.065,38.3,935,0.42,0.160,-0.111,0.101,-0.053,0.987,-0.052,916,1494,0.387
LCE,24-08-17,07:51:04.445,F,39,1476,1549,3666,0.047,36.2,922,0.42,0.116,-0.085,0.072,-0.036,0.988,-0.035,916,1494,0.387
,24-08-17,07:52:46.230,REG1,,"#1: alpha: 0.091, ETRm: 43.043, Ik: 473.187   ( beta: 0.002, ETRmPot: 48.783 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,07:52:46.230,REG2,,"#1: alpha: 0.075, ETRm: 41.858, Ik: 560.497   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,07:52:47.625,FO,40,867,1482,0,0.415,0.0,0,0.42,0,0,0,0,0,0,867,1482,0.415
,24-08-17,07:52:57.615,F,41,937,1518,61,0.383,4.9,877,0.42,0.906,-0.042,0.848,-0.024,0.632,-0.015,867,1482,0.415
,24-08-17,07:53:07.575,F,42,963,1579,111,0.390,9.1,906,0.42,0.915,-0.094,0.861,-0.061,0.650,-0.040,867,1482,0.415
,24-08-17,07:53:17.590,F,43,1024,1634,161,0.373,12.6,903,0.42,0.834,-0.189,0.735,-0.093,0.691,-0.064,867,1482,0.415
,24-08-17,07:53:27.584,F,44,1038,1646,222,0.369,17.2,916,0.42,0.833,-0.187,0.735,-0.100,0.700,-0.069,867,1482,0.415
,24-08-17,07:53:37.575,F,45,1109,1687,306,0.343,22.0,901,0.42,0.735,-0.278,0.597,-0.122,0.748,-0.091,867,1482,0.415
,24-08-17,07:53:47.505,F,46,1171,1623,465,0.278,27.1,911,0.42,0.635,-0.158,0.494,-0.087,0.790,-0.068,867,1482,0.415
,24-08-17,07:53:57.555,F,47,1271,1644,697,0.227,33.2,920,0.42,0.515,-0.177,0.373,-0.099,0.858,-0.085,867,1482,0.415
,24-08-17,07:54:07.544,F,48,1372,1677,1027,0.182,39.3,929,0.42,0.408,-0.216,0.276,-0.116,0.926,-0.108,867,1482,0.415
,24-08-17,07:54:17.530,F,49,1431,1647,1537,0.131,42.3,925,0.42,0.299,-0.174,0.193,-0.100,0.966,-0.097,867,1482,0.415
,24-08-17,07:54:27.514,F,50,1460,1630,2009,0.104,43.9,921,0.42,0.240,-0.153,0.151,-0.091,0.985,-0.089,867,1482,0.415
,24-08-17,07:54:37.504,F,51,1479,1594,2809,0.072,42.5,920,0.42,0.171,-0.096,0.106,-0.070,0.998,-0.070,867,1482,0.415
LCE,24-08-17,07:54:47.514,F,52,1491,1572,3664,0.052,40.0,922,0.42,0.125,-0.057,0.077,-0.057,1.006,-0.058,867,1482,0.415
,24-08-17,07:56:19.785,REG1,,"#1: alpha: 0.074, ETRm: 45.754, Ik: 615.877   ( beta: 0.000, ETRmPot: 46.731 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,07:56:19.785,REG2,,"#1: alpha: 0.059, ETRm: 44.702, Ik: 759.585   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,07:56:21.184,FO,53,695,1026,0,0.323,0.0,0,0.42,0,0,0,0,0,0,695,1026,0.323
,24-08-17,07:56:31.174,F,54,747,1074,61,0.304,3.9,725,0.42,0.937,-0.054,0.909,-0.045,0.728,-0.032,695,1026,0.323
,24-08-17,07:56:41.164,F,55,771,1105,111,0.302,7.0,738,0.42,0.910,-0.109,0.871,-0.071,0.751,-0.053,695,1026,0.323
,24-08-17,07:56:51.154,F,56,799,1152,161,0.306,10.3,754,0.42,0.887,-0.202,0.837,-0.109,0.779,-0.085,695,1026,0.323
,24-08-17,07:57:01.144,F,57,836,1199,221,0.303,14.1,771,0.42,0.848,-0.293,0.782,-0.144,0.815,-0.118,695,1026,0.323
,24-08-17,07:57:11.134,F,58,880,1239,306,0.290,18.6,788,0.42,0.796,-0.363,0.713,-0.172,0.858,-0.148,695,1026,0.323
,24-08-17,07:57:21.124,F,59,945,1272,465,0.257,25.1,793,0.42,0.683,-0.447,0.573,-0.193,0.921,-0.178,695,1026,0.323
,24-08-17,07:57:31.114,F,60,1010,1288,697,0.216,31.6,807,0.42,0.578,-0.453,0.462,-0.203,0.984,-0.200,695,1026,0.323
,24-08-17,07:57:41.094,F,61,1089,1306,1026,0.166,35.8,803,0.42,0.431,-0.520,0.318,-0.214,1.061,-0.227,695,1026,0.323
,24-08-17,07:57:51.084,F,62,1124,1293,1537,0.131,42.3,792,0.42,0.337,-0.514,0.237,-0.206,1.096,-0.227,695,1026,0.323
,24-08-17,07:58:01.074,F,63,1140,1273,2007,0.104,43.8,783,0.42,0.271,-0.480,0.186,-0.194,1.111,-0.215,695,1026,0.323
,24-08-17,07:58:11.064,F,64,1161,1264,2809,0.081,47.8,781,0.42,0.213,-0.459,0.143,-0.188,1.132,-0.213,695,1026,0.323
LCE,24-08-17,07:58:21.054,F,65,1183,1256,3664,0.058,44.6,771,0.42,0.151,-0.465,0.098,-0.183,1.153,-0.211,695,1026,0.323
,24-08-17,08:03:49.368,REG1,,"#1: alpha: 0.070, ETRm: 41.995, Ik: 597.011   ( beta: 0.002, ETRmPot: 48.346 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:03:49.368,REG2,,"#1: alpha: 0.058, ETRm: 41.172, Ik: 713.330   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:03:50.763,FO,66,1052,1669,0,0.370,0.0,0,0.42,0,0,0,0,0,0,1052,1669,0.370
,24-08-17,08:04:00.753,F,67,1150,1660,61,0.307,3.9,1076,0.42,0.873,0.053,0.817,0.005,0.689,0.004,1052,1669,0.370
,24-08-17,08:04:10.742,F,68,1169,1665,111,0.298,6.9,1090,0.42,0.863,0.068,0.805,0.002,0.700,0.002,1052,1669,0.370
,24-08-17,08:04:20.732,F,69,1197,1702,161,0.297,10.0,1092,0.42,0.828,0.011,0.755,-0.019,0.717,-0.014,1052,1669,0.370
,24-08-17,08:04:30.722,F,70,1225,1716,221,0.286,13.3,1088,0.42,0.782,-0.018,0.695,-0.027,0.734,-0.020,1052,1669,0.370
,24-08-17,08:04:40.708,F,71,1249,1719,306,0.273,17.5,1090,0.42,0.747,-0.019,0.652,-0.029,0.748,-0.021,1052,1669,0.370
,24-08-17,08:04:50.713,F,72,1305,1727,465,0.244,23.8,1089,0.42,0.661,-0.034,0.552,-0.034,0.782,-0.026,1052,1669,0.370
,24-08-17,08:05:00.702,F,73,1382,1737,697,0.204,29.9,1095,0.42,0.553,-0.041,0.438,-0.039,0.828,-0.032,1052,1669,0.370
,24-08-17,08:05:10.699,F,74,1459,1741,1027,0.162,34.9,1090,0.42,0.433,-0.055,0.323,-0.041,0.874,-0.036,1052,1669,0.370
,24-08-17,08:05:20.682,F,75,1530,1747,1537,0.124,40.0,1096,0.42,0.333,-0.055,0.239,-0.045,0.917,-0.041,1052,1669,0.370
,24-08-17,08:05:30.672,F,76,1578,1752,2007,0.099,41.7,1096,0.42,0.265,-0.063,0.184,-0.047,0.945,-0.044,1052,1669,0.370
,24-08-17,08:05:40.662,F,77,1623,1751,2808,0.073,43.0,1098,0.42,0.196,-0.058,0.133,-0.047,0.972,-0.045,1052,1669,0.370
LCE,24-08-17,08:05:50.652,F,78,1655,1745,3664,0.052,40.0,1095,0.42,0.138,-0.053,0.091,-0.044,0.992,-0.044,1052,1669,0.370
,24-08-17,08:07:10.403,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 80.252 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:07:10.403,REG2,,"#1: alpha: 0.054, ETRm: 78.036, Ik: 1445.229   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:07:11.802,FO,79,285,386,0,0.262,0.0,0,0.42,0,0,0,0,0,0,285,386,0.262
,24-08-17,08:07:21.742,F,80,290,396,61,0.268,3.4,285,0.42,0.955,-0.099,0.939,-0.025,0.751,-0.019,285,386,0.262
,24-08-17,08:07:31.782,F,81,296,405,111,0.269,6.3,290,0.42,0.948,-0.139,0.929,-0.047,0.767,-0.036,285,386,0.262
,24-08-17,08:07:41.767,F,82,302,416,161,0.274,9.3,293,0.42,0.927,-0.218,0.899,-0.072,0.782,-0.056,285,386,0.262
,24-08-17,08:07:51.762,F,83,311,427,221,0.272,12.6,298,0.42,0.899,-0.277,0.861,-0.096,0.806,-0.078,285,386,0.262
,24-08-17,08:08:01.752,F,84,319,439,306,0.273,17.5,303,0.42,0.882,-0.347,0.838,-0.121,0.826,-0.099,285,386,0.262
,24-08-17,08:08:11.737,F,85,328,448,465,0.268,26.2,308,0.42,0.857,-0.386,0.805,-0.138,0.850,-0.118,285,386,0.262
,24-08-17,08:08:21.722,F,86,346,460,697,0.248,36.3,308,0.42,0.750,-0.505,0.668,-0.161,0.896,-0.144,285,386,0.262
,24-08-17,08:08:31.712,F,87,361,464,1026,0.222,47.8,311,0.42,0.673,-0.515,0.580,-0.168,0.935,-0.157,285,386,0.262
,24-08-17,08:08:41.702,F,88,385,472,1535,0.184,59.3,312,0.42,0.544,-0.584,0.441,-0.182,0.997,-0.181,285,386,0.262
,24-08-17,08:08:51.697,F,89,402,477,2006,0.157,66.1,317,0.42,0.469,-0.584,0.370,-0.191,1.041,-0.198,285,386,0.262
,24-08-17,08:09:01.681,F,90,423,484,2808,0.126,74.3,317,0.42,0.365,-0.653,0.274,-0.202,1.096,-0.222,285,386,0.262
LCE,24-08-17,08:09:11.672,F,91,441,492,3662,0.104,80.0,319,0.42,0.295,-0.713,0.213,-0.215,1.142,-0.246,285,386,0.262
,24-08-17,08:10:27.606,REG1,,"#1: alpha: 0.065, ETRm: 40.755, Ik: 628.981   ( beta: 0.002, ETRmPot: 46.075 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:10:27.606,REG2,,"#1: alpha: 0.053, ETRm: 40.052, Ik: 758.052   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:10:29.001,FO,92,668,974,0,0.314,0.0,0,0.42,0,0,0,0,0,0,668,974,0.314
,24-08-17,08:10:38.991,F,93,705,975,61,0.277,3.5,671,0.42,0.888,0.007,0.845,-0.001,0.724,-0.001,668,974,0.314
,24-08-17,08:10:48.981,F,94,716,982,111,0.271,6.3,679,0.42,0.878,0.010,0.833,-0.008,0.735,-0.006,668,974,0.314
,24-08-17,08:10:58.971,F,95,729,998,161,0.270,9.1,683,0.42,0.854,-0.029,0.800,-0.024,0.748,-0.018,668,974,0.314
,24-08-17,08:11:08.961,F,96,746,1015,221,0.265,12.3,684,0.42,0.813,-0.082,0.745,-0.040,0.766,-0.031,668,974,0.314
,24-08-17,08:11:18.951,F,97,762,1021,306,0.254,16.3,686,0.42,0.773,-0.095,0.696,-0.046,0.782,-0.036,668,974,0.314
,24-08-17,08:11:28.941,F,98,794,1027,465,0.227,22.2,694,0.42,0.700,-0.088,0.612,-0.052,0.815,-0.042,668,974,0.314
,24-08-17,08:11:38.927,F,99,837,1035,695,0.191,27.9,695,0.42,0.582,-0.111,0.483,-0.059,0.859,-0.050,668,974,0.314
,24-08-17,08:11:48.921,F,100,880,1044,1026,0.157,33.8,699,0.42,0.475,-0.127,0.377,-0.067,0.903,-0.060,668,974,0.314
,24-08-17,08:11:58.901,F,101,926,1050,1534,0.118,38.0,701,0.42,0.355,-0.141,0.269,-0.072,0.951,-0.069,668,974,0.314
,24-08-17,08:12:08.891,F,102,952,1051,2006,0.094,39.6,705,0.42,0.286,-0.131,0.212,-0.073,0.977,-0.071,668,974,0.314
,24-08-17,08:12:18.881,F,103,980,1056,2807,0.072,42.4,709,0.42,0.219,-0.134,0.158,-0.078,1.006,-0.078,668,974,0.314
LCE,24-08-17,08:12:28.871,F,104,1000,1054,3660,0.051,39.2,710,0.42,0.157,-0.124,0.111,-0.076,1.027,-0.078,668,974,0.314
,24-08-17,08:13:50.106,REG1,,"#1: alpha: 0.091, ETRm: 65.718, Ik: 720.944   ( beta: 0.003, ETRmPot: 76.677 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:13:50.106,REG2,,"#1: alpha: 0.075, ETRm: 64.760, Ik: 868.926   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:13:51.501,FO,105,485,824,0,0.411,0.0,0,0.42,0,0,0,0,0,0,485,824,0.411
,24-08-17,08:14:01.490,F,106,469,771,61,0.392,5.0,437,0.42,0.904,0.015,0.842,0.069,0.569,0.039,485,824,0.411
,24-08-17,08:14:11.481,F,107,481,796,111,0.396,9.2,449,0.42,0.908,-0.024,0.848,0.035,0.584,0.020,485,824,0.411
,24-08-17,08:14:21.470,F,108,501,826,161,0.393,13.3,453,0.42,0.871,-0.100,0.788,-0.002,0.608,-0.001,485,824,0.411
,24-08-17,08:14:31.460,F,109,522,856,221,0.390,18.1,463,0.42,0.850,-0.159,0.754,-0.037,0.633,-0.023,485,824,0.411
,24-08-17,08:14:41.451,F,110,549,875,306,0.373,24.0,465,0.42,0.795,-0.209,0.673,-0.058,0.666,-0.039,485,824,0.411
,24-08-17,08:14:51.461,F,111,594,894,465,0.336,32.8,473,0.42,0.713,-0.242,0.568,-0.078,0.721,-0.057,485,824,0.411
,24-08-17,08:15:01.450,F,112,651,910,695,0.285,41.6,475,0.42,0.595,-0.283,0.434,-0.095,0.790,-0.075,485,824,0.411
,24-08-17,08:15:11.440,F,113,703,917,1026,0.233,50.2,477,0.42,0.486,-0.298,0.330,-0.101,0.853,-0.086,485,824,0.411
,24-08-17,08:15:21.431,F,114,756,930,1534,0.187,60.2,482,0.42,0.388,-0.322,0.247,-0.114,0.917,-0.104,485,824,0.411
,24-08-17,08:15:31.416,F,115,797,939,2006,0.151,63.6,487,0.42,0.314,-0.333,0.192,-0.122,0.967,-0.118,485,824,0.411
,24-08-17,08:15:41.405,F,116,837,946,2807,0.115,67.8,491,0.42,0.240,-0.342,0.141,-0.129,1.016,-0.131,485,824,0.411
LCE,24-08-17,08:15:51.390,F,117,861,939,3660,0.083,63.8,494,0.42,0.175,-0.313,0.100,-0.122,1.045,-0.128,485,824,0.411
,24-08-17,08:17:00.150,REG1,,"#1: alpha: 0.076, ETRm: 49.414, Ik: 653.177   ( beta: 0.006, ETRmPot: 66.691 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:17:00.150,REG2,,"#1: alpha: 0.064, ETRm: 48.029, Ik: 745.756   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:17:01.550,FO,118,534,853,0,0.374,0.0,0,0.42,0,0,0,0,0,0,534,853,0.374
,24-08-17,08:17:11.540,F,119,586,863,61,0.321,4.1,552,0.42,0.891,0.025,0.839,-0.012,0.687,-0.008,534,853,0.374
,24-08-17,08:17:21.530,F,120,599,878,111,0.318,7.4,559,0.42,0.875,0.000,0.817,-0.028,0.702,-0.020,534,853,0.374
,24-08-17,08:17:31.520,F,121,617,901,159,0.315,10.5,565,0.42,0.845,-0.053,0.774,-0.053,0.723,-0.038,534,853,0.374
,24-08-17,08:17:41.510,F,122,634,920,221,0.311,14.4,571,0.42,0.819,-0.094,0.738,-0.073,0.743,-0.054,534,853,0.374
,24-08-17,08:17:51.500,F,123,660,945,306,0.302,19.4,577,0.42,0.774,-0.154,0.677,-0.097,0.774,-0.076,534,853,0.374
,24-08-17,08:18:01.490,F,124,702,967,465,0.274,26.8,589,0.42,0.701,-0.185,0.588,-0.118,0.823,-0.097,534,853,0.374
,24-08-17,08:18:11.480,F,125,755,987,695,0.235,34.3,598,0.42,0.596,-0.219,0.472,-0.136,0.885,-0.120,534,853,0.374
,24-08-17,08:18:21.470,F,126,813,1004,1026,0.190,40.9,604,0.42,0.478,-0.254,0.355,-0.150,0.953,-0.143,534,853,0.374
,24-08-17,08:18:31.460,F,127,874,1023,1534,0.146,47.0,612,0.42,0.363,-0.288,0.254,-0.166,1.025,-0.171,534,853,0.374
,24-08-17,08:18:41.445,F,128,916,1036,2005,0.116,48.8,618,0.42,0.287,-0.310,0.194,-0.177,1.074,-0.190,534,853,0.374
,24-08-17,08:18:51.440,F,129,961,1050,2804,0.085,50.1,627,0.42,0.210,-0.326,0.137,-0.188,1.127,-0.212,534,853,0.374
LCE,24-08-17,08:19:01.430,F,130,996,1059,3660,0.059,45.3,635,0.42,0.149,-0.329,0.095,-0.195,1.168,-0.227,534,853,0.374
,24-08-17,08:24:15.939,REG1,,"#1: alpha: 0.122, ETRm: 50.504, Ik: 414.908   ( beta: 0.001, ETRmPot: 53.277 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:24:15.939,REG2,,"#1: alpha: 0.097, ETRm: 49.473, Ik: 507.532   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:24:17.329,FO,131,666,1579,0,0.578,0.0,0,0.42,0,0,0,0,0,0,666,1579,0.578
,24-08-17,08:24:27.319,F,132,750,1575,61,0.524,6.7,665,0.42,0.907,0.003,0.804,0.003,0.475,0.001,666,1579,0.578
,24-08-17,08:24:37.308,F,133,761,1562,111,0.513,12.0,670,0.42,0.898,0.023,0.791,0.011,0.482,0.005,666,1579,0.578
,24-08-17,08:24:47.318,F,134,794,1570,161,0.494,16.7,666,0.42,0.858,0.010,0.720,0.006,0.503,0.003,666,1579,0.578
,24-08-17,08:24:57.309,F,135,834,1569,221,0.468,21.7,667,0.42,0.815,0.012,0.652,0.006,0.528,0.004,666,1579,0.578
,24-08-17,08:25:07.299,F,136,900,1562,306,0.424,27.2,671,0.42,0.743,0.024,0.554,0.011,0.570,0.006,666,1579,0.578
,24-08-17,08:25:17.279,F,137,1012,1565,465,0.353,34.5,670,0.42,0.618,0.020,0.409,0.009,0.641,0.006,666,1579,0.578
,24-08-17,08:25:27.228,F,138,1121,1561,697,0.282,41.3,672,0.42,0.495,0.026,0.297,0.012,0.710,0.008,666,1579,0.578
,24-08-17,08:25:37.268,F,139,1210,1533,1026,0.211,45.5,668,0.42,0.373,0.053,0.206,0.030,0.766,0.023,666,1579,0.578
,24-08-17,08:25:47.258,F,140,1291,1526,1534,0.154,49.6,672,0.42,0.275,0.065,0.143,0.035,0.818,0.028,666,1579,0.578
,24-08-17,08:25:57.249,F,141,1331,1518,2006,0.123,51.8,691,0.42,0.226,0.094,0.117,0.040,0.843,0.034,666,1579,0.578
,24-08-17,08:26:07.238,F,142,1396,1531,2807,0.088,51.9,698,0.42,0.162,0.088,0.081,0.031,0.884,0.028,666,1579,0.578
LCE,24-08-17,08:26:17.228,F,143,1416,1509,3662,0.062,47.7,707,0.42,0.116,0.122,0.058,0.046,0.897,0.041,666,1579,0.578
,24-08-17,08:27:26.808,REG1,,"#1: alpha: 0.100, ETRm: 36.033, Ik: 358.679   ( beta: 0.002, ETRmPot: 39.959 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:27:26.808,REG2,,"#1: alpha: 0.083, ETRm: 34.671, Ik: 419.432   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:27:28.198,FO,144,853,1665,0,0.488,0.0,0,0.42,0,0,0,0,0,0,853,1665,0.488
,24-08-17,08:27:38.188,F,145,983,1696,61,0.420,5.4,890,0.42,0.885,0.007,0.801,-0.018,0.590,-0.010,853,1665,0.488
,24-08-17,08:27:48.178,F,146,1024,1745,111,0.413,9.6,906,0.42,0.859,-0.033,0.760,-0.046,0.615,-0.028,853,1665,0.488
,24-08-17,08:27:58.168,F,147,1074,1781,159,0.397,13.3,914,0.42,0.815,-0.068,0.694,-0.065,0.645,-0.042,853,1665,0.488
,24-08-17,08:28:08.158,F,148,1138,1813,221,0.372,17.3,927,0.42,0.762,-0.091,0.621,-0.082,0.683,-0.055,853,1665,0.488
,24-08-17,08:28:18.148,F,149,1228,1847,306,0.335,21.5,949,0.42,0.689,-0.106,0.532,-0.099,0.738,-0.073,853,1665,0.488
,24-08-17,08:28:28.138,F,150,1365,1879,465,0.274,26.8,960,0.42,0.559,-0.132,0.393,-0.114,0.820,-0.094,853,1665,0.488
,24-08-17,08:28:38.128,F,151,1493,1897,695,0.213,31.1,972,0.42,0.437,-0.139,0.285,-0.122,0.897,-0.110,853,1665,0.488
,24-08-17,08:28:48.118,F,152,1601,1904,1026,0.159,34.3,988,0.42,0.331,-0.128,0.204,-0.126,0.962,-0.121,853,1665,0.488
