Sync,Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,24-08-17,08:28:58.108,F,153,1697,1913,1534,0.113,36.4,1007,0.42,0.238,-0.116,0.141,-0.130,1.019,-0.132,853,1665,0.488
,24-08-17,08:29:08.098,F,154,1748,1913,2005,0.086,36.2,1019,0.42,0.185,-0.101,0.108,-0.130,1.050,-0.136,853,1665,0.488
,24-08-17,08:29:18.088,F,155,1789,1901,2807,0.059,34.8,1030,0.42,0.129,-0.073,0.074,-0.124,1.074,-0.133,853,1665,0.488
LCE,24-08-17,08:29:28.077,F,156,1807,1886,3660,0.042,32.3,1040,0.42,0.093,-0.042,0.054,-0.117,1.085,-0.127,853,1665,0.488
,24-08-17,08:30:48.590,REG1,,"#1: alpha: 0.101, ETRm: 44.464, Ik: 440.893   ( beta: 0.001, ETRmPot: 47.047 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:30:48.590,REG2,,"#1: alpha: 0.081, ETRm: 43.591, Ik: 540.205   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:30:49.987,FO,157,653,1266,0,0.484,0.0,0,0.42,0,0,0,0,0,0,653,1266,0.484
,24-08-17,08:30:59.977,F,158,698,1268,61,0.450,5.8,644,0.42,0.913,-0.018,0.842,-0.002,0.551,-0.001,653,1266,0.484
,24-08-17,08:31:09.967,F,159,737,1316,111,0.440,10.3,660,0.42,0.883,-0.070,0.791,-0.038,0.582,-0.022,653,1266,0.484
,24-08-17,08:31:19.957,F,160,782,1358,159,0.424,14.2,671,0.42,0.838,-0.121,0.719,-0.068,0.618,-0.042,653,1266,0.484
,24-08-17,08:31:29.947,F,161,833,1382,221,0.397,18.4,689,0.42,0.792,-0.131,0.655,-0.084,0.658,-0.055,653,1266,0.484
,24-08-17,08:31:39.937,F,162,907,1410,305,0.357,22.9,697,0.42,0.705,-0.163,0.542,-0.102,0.716,-0.073,653,1266,0.484
,24-08-17,08:31:49.927,F,163,998,1422,465,0.298,29.1,697,0.42,0.585,-0.183,0.409,-0.110,0.788,-0.086,653,1266,0.484
,24-08-17,08:31:59.917,F,164,1081,1426,695,0.242,35.3,701,0.42,0.476,-0.183,0.309,-0.112,0.854,-0.096,653,1266,0.484
,24-08-17,08:32:09.907,F,165,1165,1424,1026,0.182,39.2,706,0.42,0.361,-0.171,0.219,-0.111,0.920,-0.102,653,1266,0.484
,24-08-17,08:32:19.897,F,166,1203,1394,1534,0.137,44.1,696,0.42,0.274,-0.139,0.159,-0.092,0.950,-0.087,653,1266,0.484
,24-08-17,08:32:29.887,F,167,1237,1387,2006,0.108,45.5,696,0.42,0.217,-0.127,0.122,-0.087,0.977,-0.085,653,1266,0.484
,24-08-17,08:32:39.877,F,168,1252,1357,2808,0.077,45.4,690,0.42,0.157,-0.088,0.087,-0.067,0.989,-0.066,653,1266,0.484
LCE,24-08-17,08:32:49.807,F,169,1256,1329,3662,0.055,42.3,691,0.42,0.114,-0.041,0.063,-0.047,0.992,-0.047,653,1266,0.484
,24-08-17,08:33:54.612,REG1,,"#1: alpha: 0.109, ETRm: 48.391, Ik: 444.440   ( beta: 0.003, ETRmPot: 54.883 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:33:54.612,REG2,,"#1: alpha: 0.090, ETRm: 46.850, Ik: 520.971   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:33:56.134,FO,170,783,1719,0,0.545,0.0,0,0.42,0,0,0,0,0,0,783,1719,0.545
,24-08-17,08:34:06.117,F,171,937,1753,61,0.465,6.0,804,0.42,0.860,-0.014,0.738,-0.019,0.545,-0.010,783,1719,0.545
,24-08-17,08:34:16.107,F,172,966,1802,111,0.464,10.8,819,0.42,0.850,-0.050,0.721,-0.046,0.562,-0.026,783,1719,0.545
,24-08-17,08:34:26.097,F,173,1012,1853,159,0.454,15.2,829,0.42,0.821,-0.094,0.673,-0.072,0.589,-0.043,783,1719,0.545
,24-08-17,08:34:36.087,F,174,1073,1884,221,0.430,20.0,831,0.42,0.770,-0.125,0.596,-0.088,0.624,-0.054,783,1719,0.545
,24-08-17,08:34:46.097,F,175,1153,1903,306,0.394,25.3,843,0.42,0.708,-0.132,0.518,-0.097,0.671,-0.065,783,1719,0.545
,24-08-17,08:34:56.087,F,176,1282,1912,465,0.329,32.1,850,0.42,0.593,-0.135,0.393,-0.101,0.746,-0.075,783,1719,0.545
,24-08-17,08:35:06.077,F,177,1406,1913,695,0.265,38.7,851,0.42,0.477,-0.135,0.289,-0.101,0.818,-0.083,783,1719,0.545
,24-08-17,08:35:16.067,F,178,1521,1914,1026,0.205,44.2,860,0.42,0.373,-0.126,0.211,-0.102,0.885,-0.090,783,1719,0.545
,24-08-17,08:35:26.057,F,179,1612,1892,1534,0.148,47.7,860,0.42,0.271,-0.103,0.145,-0.091,0.938,-0.086,783,1719,0.545
,24-08-17,08:35:36.046,F,180,1653,1871,2006,0.117,49.3,870,0.42,0.218,-0.069,0.115,-0.081,0.962,-0.079,783,1719,0.545
,24-08-17,08:35:46.036,F,181,1709,1862,2808,0.082,48.4,879,0.42,0.156,-0.050,0.080,-0.077,0.994,-0.076,783,1719,0.545
LCE,24-08-17,08:35:56.026,F,182,1728,1833,3661,0.057,43.8,888,0.42,0.111,-0.010,0.057,-0.062,1.005,-0.062,783,1719,0.545
,24-08-17,08:37:59.636,REG1,,"#1: alpha: 0.124, ETRm: 57.280, Ik: 461.401   ( beta: 0.001, ETRmPot: 60.486 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:37:59.636,REG2,,"#1: alpha: 0.099, ETRm: 56.227, Ik: 566.534   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:38:01.036,FO,183,707,1721,0,0.589,0.0,0,0.42,0,0,0,0,0,0,707,1721,0.589
,24-08-17,08:38:11.026,F,184,890,1739,61,0.488,6.3,710,0.42,0.825,-0.015,0.658,-0.010,0.517,-0.005,707,1721,0.589
,24-08-17,08:38:21.016,F,185,890,1757,111,0.493,11.5,719,0.42,0.835,-0.024,0.675,-0.020,0.517,-0.010,707,1721,0.589
,24-08-17,08:38:30.956,F,186,912,1795,159,0.492,16.4,721,0.42,0.822,-0.059,0.650,-0.041,0.530,-0.022,707,1721,0.589
,24-08-17,08:38:40.946,F,187,935,1808,221,0.483,22.4,730,0.42,0.810,-0.063,0.632,-0.048,0.543,-0.026,707,1721,0.589
,24-08-17,08:38:50.936,F,188,1008,1832,306,0.450,28.9,735,0.42,0.751,-0.082,0.548,-0.061,0.586,-0.036,707,1721,0.589
,24-08-17,08:39:00.976,F,189,1127,1827,465,0.383,37.4,737,0.42,0.642,-0.075,0.420,-0.058,0.655,-0.038,707,1721,0.589
,24-08-17,08:39:10.966,F,190,1258,1820,695,0.309,45.1,744,0.42,0.522,-0.061,0.309,-0.054,0.731,-0.040,707,1721,0.589
,24-08-17,08:39:20.955,F,191,1383,1816,1026,0.238,51.3,750,0.42,0.406,-0.051,0.220,-0.052,0.804,-0.042,707,1721,0.589
,24-08-17,08:39:30.941,F,192,1491,1803,1535,0.173,55.8,758,0.42,0.299,-0.031,0.152,-0.045,0.866,-0.039,707,1721,0.589
,24-08-17,08:39:40.936,F,193,1538,1781,2006,0.136,57.3,769,0.42,0.240,0.002,0.120,-0.034,0.894,-0.030,707,1721,0.589
,24-08-17,08:39:50.926,F,194,1589,1763,2808,0.099,58.4,778,0.42,0.177,0.029,0.087,-0.024,0.923,-0.022,707,1721,0.589
LCE,24-08-17,08:40:00.911,F,195,1615,1740,3664,0.072,55.4,790,0.42,0.132,0.063,0.065,-0.011,0.938,-0.010,707,1721,0.589
,24-08-17,08:44:48.305,REG1,,"#1: alpha: 0.105, ETRm: 38.254, Ik: 362.665   ( beta: 0.008, ETRmPot: 50.293 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:44:48.305,REG2,,"#1: alpha: 0.099, ETRm: 34.124, Ik: 344.753   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:44:49.715,FO,196,731,1766,0,0.586,0.0,0,0.42,0,0,0,0,0,0,731,1766,0.586
,24-08-17,08:44:59.705,F,197,841,1709,61,0.508,6.5,700,0.42,0.860,0.025,0.716,0.033,0.476,0.016,731,1766,0.586
,24-08-17,08:45:09.695,F,198,832,1623,111,0.487,11.4,639,0.42,0.804,0.049,0.617,0.088,0.471,0.042,731,1766,0.586
,24-08-17,08:45:19.684,F,199,812,1518,161,0.465,15.7,625,0.42,0.791,0.137,0.609,0.163,0.460,0.075,731,1766,0.586
,24-08-17,08:45:29.675,F,200,851,1482,221,0.426,19.8,617,0.42,0.729,0.164,0.529,0.192,0.482,0.092,731,1766,0.586
,24-08-17,08:45:39.665,F,201,917,1463,306,0.373,24.0,638,0.42,0.662,0.203,0.461,0.207,0.519,0.108,731,1766,0.586
,24-08-17,08:45:49.655,F,202,1211,1693,465,0.285,27.8,703,0.42,0.487,0.043,0.283,0.043,0.686,0.029,731,1766,0.586
,24-08-17,08:45:59.644,F,203,1284,1640,697,0.217,31.8,703,0.42,0.380,0.095,0.208,0.077,0.727,0.056,731,1766,0.586
,24-08-17,08:46:09.634,F,204,1362,1629,1027,0.164,35.4,696,0.42,0.286,0.099,0.146,0.084,0.771,0.065,731,1766,0.586
,24-08-17,08:46:19.624,F,205,1404,1596,1537,0.120,38.7,697,0.42,0.214,0.131,0.106,0.107,0.795,0.085,731,1766,0.586
,24-08-17,08:46:29.614,F,206,1418,1560,2009,0.091,38.4,739,0.42,0.173,0.207,0.090,0.132,0.803,0.106,731,1766,0.586
,24-08-17,08:46:39.604,F,207,1926,2049,2811,0.060,35.4,903,0.42,0.107,-0.107,0.050,-0.138,1.091,-0.151,731,1766,0.586
LCE,24-08-17,08:46:49.595,F,208,1908,1972,3666,0.032,24.6,894,0.42,0.059,-0.042,0.028,-0.104,1.080,-0.112,731,1766,0.586
,24-08-17,08:48:06.197,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 53.811 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:48:06.197,REG2,,"#1: alpha: 0.075, ETRm: 54.518, Ik: 725.510   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:48:07.584,FO,209,710,1312,0,0.459,0.0,0,0.42,0,0,0,0,0,0,710,1312,0.459
,24-08-17,08:48:17.574,F,210,768,1313,61,0.415,5.3,714,0.42,0.910,0.005,0.846,-0.001,0.585,0.000,710,1312,0.459
,24-08-17,08:48:27.564,F,211,783,1317,111,0.405,9.4,719,0.42,0.893,0.007,0.820,-0.004,0.597,-0.002,710,1312,0.459
,24-08-17,08:48:37.554,F,212,811,1352,159,0.400,13.4,722,0.42,0.859,-0.047,0.765,-0.030,0.618,-0.018,710,1312,0.459
,24-08-17,08:48:47.544,F,213,835,1371,221,0.391,18.1,732,0.42,0.839,-0.061,0.736,-0.043,0.636,-0.027,710,1312,0.459
,24-08-17,08:48:57.534,F,214,887,1398,306,0.366,23.5,729,0.42,0.764,-0.111,0.628,-0.062,0.676,-0.042,710,1312,0.459
,24-08-17,08:49:07.474,F,215,947,1395,465,0.321,31.3,721,0.42,0.665,-0.120,0.506,-0.059,0.722,-0.043,710,1312,0.459
,24-08-17,08:49:17.514,F,216,1056,1419,697,0.256,37.5,726,0.42,0.524,-0.151,0.360,-0.075,0.805,-0.061,710,1312,0.459
,24-08-17,08:49:27.504,F,217,1085,1385,1026,0.217,46.8,720,0.42,0.451,-0.105,0.299,-0.053,0.827,-0.044,710,1312,0.459
,24-08-17,08:49:37.494,F,218,1153,1373,1535,0.160,51.6,713,0.42,0.333,-0.096,0.206,-0.044,0.879,-0.039,710,1312,0.459
,24-08-17,08:49:47.484,F,219,1183,1358,2006,0.129,54.3,686,0.42,0.260,-0.116,0.151,-0.034,0.902,-0.031,710,1312,0.459
,24-08-17,08:49:57.419,F,220,1176,1296,2808,0.093,54.8,683,0.42,0.196,-0.018,0.114,0.012,0.896,0.011,710,1312,0.459
LCE,24-08-17,08:50:07.464,F,221,1182,1276,3662,0.074,56.9,674,0.42,0.156,0.000,0.089,0.028,0.901,0.025,710,1312,0.459
,24-08-17,08:51:11.984,REG1,,"#1: alpha: 0.111, ETRm: 39.394, Ik: 355.535   ( beta: 0.001, ETRmPot: 41.913 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:51:11.984,REG2,,"#1: alpha: 0.089, ETRm: 38.421, Ik: 431.391   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:51:13.433,FO,222,890,1817,0,0.510,0.0,0,0.42,0,0,0,0,0,0,890,1817,0.510
,24-08-17,08:51:23.413,F,223,1049,1839,61,0.430,5.5,930,0.42,0.869,0.019,0.770,-0.012,0.577,-0.007,890,1817,0.510
,24-08-17,08:51:33.343,F,224,1105,1933,111,0.428,10.0,941,0.42,0.835,-0.070,0.711,-0.060,0.608,-0.036,890,1817,0.510
,24-08-17,08:51:43.398,F,225,1153,1991,159,0.421,14.1,937,0.42,0.795,-0.137,0.646,-0.087,0.635,-0.056,890,1817,0.510
,24-08-17,08:51:53.383,F,226,1221,2011,221,0.393,18.2,930,0.42,0.731,-0.166,0.557,-0.096,0.672,-0.065,890,1817,0.510
,24-08-17,08:52:03.373,F,227,1284,2071,306,0.380,24.4,978,0.42,0.720,-0.179,0.548,-0.123,0.707,-0.087,890,1817,0.510
,24-08-17,08:52:13.363,F,228,1495,2136,465,0.300,29.3,983,0.42,0.556,-0.244,0.366,-0.149,0.823,-0.123,890,1817,0.510
,24-08-17,08:52:23.353,F,229,1621,2122,697,0.236,34.5,980,0.42,0.439,-0.232,0.265,-0.144,0.892,-0.128,890,1817,0.510
,24-08-17,08:52:33.343,F,230,1771,2142,1026,0.173,37.3,1008,0.42,0.327,-0.223,0.186,-0.152,0.975,-0.148,890,1817,0.510
,24-08-17,08:52:43.333,F,231,1882,2142,1535,0.121,39.0,1012,0.42,0.230,-0.219,0.124,-0.152,1.036,-0.157,890,1817,0.510
,24-08-17,08:52:53.323,F,232,1940,2142,2006,0.094,39.6,1015,0.42,0.179,-0.216,0.094,-0.152,1.068,-0.162,890,1817,0.510
,24-08-17,08:53:03.313,F,233,1985,2127,2809,0.067,39.5,1024,0.42,0.129,-0.190,0.067,-0.146,1.092,-0.159,890,1817,0.510
LCE,24-08-17,08:53:13.298,F,234,2013,2115,3665,0.048,36.9,1029,0.42,0.094,-0.172,0.048,-0.141,1.108,-0.156,890,1817,0.510
,24-08-17,08:54:23.923,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 53.126 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:54:23.923,REG2,,"#1: alpha: 0.080, ETRm: 53.011, Ik: 660.049   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:54:25.323,FO,235,734,1496,0,0.509,0.0,0,0.42,0,0,0,0,0,0,734,1496,0.509
,24-08-17,08:54:35.313,F,236,830,1478,61,0.438,5.6,736,0.42,0.873,0.026,0.774,0.012,0.555,0.007,734,1496,0.509
,24-08-17,08:54:45.313,F,237,843,1488,111,0.433,10.1,739,0.42,0.861,0.017,0.755,0.005,0.564,0.003,734,1496,0.509
,24-08-17,08:54:55.303,F,238,875,1522,161,0.425,14.4,744,0.42,0.832,-0.021,0.707,-0.017,0.585,-0.010,734,1496,0.509
,24-08-17,08:55:05.293,F,239,918,1538,221,0.403,18.7,695,0.42,0.735,-0.106,0.556,-0.027,0.614,-0.017,734,1496,0.509
,24-08-17,08:55:15.283,F,240,887,1432,306,0.381,24.5,690,0.42,0.735,0.026,0.572,0.045,0.593,0.026,734,1496,0.509
,24-08-17,08:55:25.273,F,241,954,1422,465,0.329,32.1,684,0.42,0.634,0.031,0.455,0.052,0.638,0.033,734,1496,0.509
,24-08-17,08:55:35.263,F,242,1029,1411,697,0.271,39.7,676,0.42,0.520,0.035,0.342,0.060,0.688,0.041,734,1496,0.509
,24-08-17,08:55:45.253,F,243,1102,1395,1026,0.210,45.2,664,0.42,0.401,0.041,0.242,0.072,0.737,0.053,734,1496,0.509
,24-08-17,08:55:55.243,F,244,1144,1357,1535,0.157,50.6,655,0.42,0.303,0.079,0.173,0.102,0.765,0.078,734,1496,0.509
,24-08-17,08:56:05.233,F,245,1175,1346,2007,0.127,53.5,657,0.42,0.248,0.096,0.139,0.111,0.785,0.088,734,1496,0.509
,24-08-17,08:56:15.223,F,246,1218,1344,2809,0.094,55.4,653,0.42,0.182,0.093,0.098,0.113,0.814,0.092,734,1496,0.509
LCE,24-08-17,08:56:25.168,F,247,1232,1325,3665,0.070,53.9,657,0.42,0.139,0.123,0.074,0.129,0.824,0.106,734,1496,0.509
,24-08-17,08:58:22.182,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 45.533 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,08:58:22.182,REG2,,"#1: alpha: 0.090, ETRm: 52.867, Ik: 588.997   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,08:58:23.572,FO,248,466,1101,0,0.577,0.0,0,0.42,0,0,0,0,0,0,466,1101,0.577
,24-08-17,08:58:33.562,F,249,594,1101,61,0.460,5.9,467,0.42,0.800,0.002,0.629,0.000,0.540,0.000,466,1101,0.577
,24-08-17,08:58:43.552,F,250,593,1127,111,0.474,11.0,471,0.42,0.814,-0.033,0.647,-0.023,0.539,-0.013,466,1101,0.577
,24-08-17,08:58:53.542,F,251,627,1199,159,0.477,15.9,495,0.42,0.813,-0.109,0.642,-0.082,0.569,-0.046,466,1101,0.577
,24-08-17,08:59:03.532,F,252,674,1238,221,0.456,21.2,498,0.42,0.762,-0.165,0.563,-0.111,0.612,-0.068,466,1101,0.577
,24-08-17,08:59:13.462,F,253,718,1223,306,0.413,26.5,484,0.42,0.683,-0.164,0.460,-0.100,0.652,-0.065,466,1101,0.577
,24-08-17,08:59:23.452,F,254,780,1206,465,0.353,34.5,491,0.42,0.596,-0.126,0.375,-0.087,0.708,-0.061,466,1101,0.577
,24-08-17,08:59:33.502,F,255,882,1225,697,0.280,41.0,497,0.42,0.471,-0.146,0.265,-0.101,0.801,-0.081,466,1101,0.577
,24-08-17,08:59:43.442,F,256,962,1225,1027,0.215,46.4,501,0.42,0.363,-0.140,0.189,-0.101,0.874,-0.089,466,1101,0.577
,24-08-17,08:59:53.482,F,257,1032,1220,1535,0.154,49.6,504,0.42,0.263,-0.128,0.128,-0.098,0.937,-0.091,466,1101,0.577
,24-08-17,09:00:03.472,F,258,1074,1228,2006,0.125,52.7,512,0.42,0.215,-0.128,0.102,-0.103,0.975,-0.100,466,1101,0.577
,24-08-17,09:00:13.462,F,259,1123,1231,2809,0.088,51.9,517,0.42,0.151,-0.124,0.070,-0.106,1.020,-0.108,466,1101,0.577
LCE,24-08-17,09:00:23.451,F,260,1153,1251,3662,0.078,60.0,527,0.42,0.135,-0.140,0.062,-0.120,1.047,-0.125,466,1101,0.577
,24-08-17,09:04:48.221,REG1,,"#1: alpha: 0.134, ETRm: 65.971, Ik: 490.694   ( beta: 0.000, ETRmPot: 66.954 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,09:04:48.221,REG2,,"#1: alpha: 0.106, ETRm: 64.659, Ik: 609.963   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,09:04:49.641,FO,261,304,797,0,0.619,0.0,0,0.42,0,0,0,0,0,0,304,797,0.619
,24-08-17,09:04:59.631,F,262,343,786,61,0.564,7.2,281,0.42,0.877,-0.024,0.718,0.014,0.430,0.006,304,797,0.619
,24-08-17,09:05:09.616,F,263,319,741,111,0.570,13.3,271,0.42,0.898,0.047,0.763,0.076,0.400,0.030,304,797,0.619
,24-08-17,09:05:19.611,F,264,322,722,161,0.554,18.7,265,0.42,0.875,0.073,0.720,0.104,0.404,0.042,304,797,0.619
,24-08-17,09:05:29.591,F,265,319,677,221,0.529,24.6,258,0.42,0.854,0.150,0.691,0.177,0.400,0.071,304,797,0.619
,24-08-17,09:05:39.581,F,266,333,645,306,0.484,31.1,248,0.42,0.786,0.195,0.585,0.236,0.418,0.098,304,797,0.619
,24-08-17,09:05:49.571,F,267,368,634,465,0.420,41.0,240,0.42,0.675,0.201,0.440,0.257,0.462,0.118,304,797,0.619
,24-08-17,09:05:59.561,F,268,395,606,697,0.348,50.9,234,0.42,0.567,0.245,0.336,0.315,0.496,0.156,304,797,0.619
,24-08-17,09:06:09.556,F,269,426,574,1027,0.258,55.6,225,0.42,0.424,0.292,0.224,0.389,0.535,0.207,304,797,0.619
,24-08-17,09:06:19.541,F,270,429,533,1537,0.195,62.9,202,0.42,0.314,0.329,0.148,0.495,0.538,0.267,304,797,0.619
,24-08-17,09:06:29.530,F,271,384,455,2009,0.156,65.8,209,0.42,0.289,0.501,0.157,0.752,0.482,0.362,304,797,0.619
,24-08-17,09:06:39.520,F,272,797,903,2811,0.117,69.1,359,0.42,0.195,-0.103,0.088,-0.117,1.000,-0.117,304,797,0.619
LCE,24-08-17,09:06:49.510,F,273,850,927,3666,0.083,63.9,360,0.42,0.136,-0.150,0.058,-0.140,1.066,-0.149,304,797,0.619
,24-08-17,09:07:39.010,REG1,,"#1: alpha: 0.097, ETRm: 63.724, Ik: 659.984   ( beta: 0.003, ETRmPot: 73.367 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,09:07:39.010,REG2,,"#1: alpha: 0.079, ETRm: 62.656, Ik: 792.750   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,09:07:40.420,FO,274,444,842,0,0.473,0.0,0,0.42,0,0,0,0,0,0,444,842,0.473
,24-08-17,09:07:50.410,F,275,487,821,61,0.407,5.2,426,0.42,0.846,0.008,0.740,0.026,0.578,0.015,444,842,0.473
,24-08-17,09:08:00.395,F,276,482,812,111,0.406,9.5,421,0.42,0.844,0.018,0.737,0.037,0.572,0.022,444,842,0.473
,24-08-17,09:08:10.390,F,277,499,835,161,0.402,13.6,429,0.42,0.828,-0.020,0.712,0.008,0.593,0.005,444,842,0.473
,24-08-17,09:08:20.380,F,278,490,810,221,0.395,18.3,412,0.42,0.804,0.000,0.676,0.040,0.582,0.023,444,842,0.473
,24-08-17,09:08:30.370,F,279,490,793,306,0.382,24.5,402,0.42,0.775,0.018,0.636,0.062,0.582,0.036,444,842,0.473
,24-08-17,09:08:40.360,F,280,518,793,465,0.347,33.9,406,0.42,0.711,0.028,0.557,0.062,0.615,0.038,444,842,0.473
,24-08-17,09:08:50.350,F,281,561,795,697,0.294,43.0,407,0.42,0.603,0.025,0.437,0.059,0.666,0.040,444,842,0.473
,24-08-17,09:09:00.330,F,282,609,799,1027,0.238,51.3,409,0.42,0.487,0.020,0.327,0.054,0.723,0.039,444,842,0.473
,24-08-17,09:09:10.320,F,283,658,805,1537,0.183,59.1,409,0.42,0.371,0.005,0.231,0.046,0.781,0.036,444,842,0.473
,24-08-17,09:09:20.315,F,284,679,797,2009,0.148,62.4,409,0.42,0.304,0.025,0.183,0.056,0.806,0.046,444,842,0.473
,24-08-17,09:09:30.300,F,285,713,802,2811,0.111,65.5,410,0.42,0.227,0.015,0.131,0.050,0.847,0.042,444,842,0.473
LCE,24-08-17,09:09:40.297,F,286,734,798,3669,0.080,61.6,414,0.42,0.167,0.035,0.094,0.055,0.872,0.048,444,842,0.473
,24-08-17,09:10:49.390,REG1,,"#1: alpha: 0.125, ETRm: 53.745, Ik: 430.233   ( beta: 0.001, ETRmPot: 56.660 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,09:10:49.390,REG2,,"#1: alpha: 0.100, ETRm: 52.731, Ik: 528.703   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,09:10:50.780,FO,287,545,1252,0,0.565,0.0,0,0.42,0,0,0,0,0,0,545,1252,0.565
,24-08-17,09:11:00.770,F,288,596,1213,61,0.509,6.5,519,0.42,0.889,0.018,0.774,0.032,0.476,0.015,545,1252,0.565
,24-08-17,09:11:10.700,F,289,622,1254,111,0.504,11.7,528,0.42,0.871,-0.027,0.739,-0.002,0.497,-0.001,545,1252,0.565
,24-08-17,09:11:20.749,F,290,643,1318,159,0.512,17.1,543,0.42,0.871,-0.096,0.736,-0.050,0.514,-0.026,545,1252,0.565
,24-08-17,09:11:30.740,F,291,700,1322,221,0.470,21.8,539,0.42,0.794,-0.107,0.611,-0.053,0.559,-0.029,545,1252,0.565
,24-08-17,09:11:40.730,F,292,732,1302,306,0.438,28.1,540,0.42,0.748,-0.078,0.552,-0.038,0.585,-0.023,545,1252,0.565
,24-08-17,09:11:50.720,F,293,819,1305,465,0.372,36.3,546,0.42,0.640,-0.074,0.427,-0.041,0.654,-0.026,545,1252,0.565
,24-08-17,09:12:00.709,F,294,925,1319,697,0.299,43.8,540,0.42,0.506,-0.102,0.295,-0.051,0.739,-0.038,545,1252,0.565
,24-08-17,09:12:10.700,F,295,1000,1294,1027,0.227,49.0,545,0.42,0.393,-0.059,0.214,-0.032,0.799,-0.026,545,1252,0.565
,24-08-17,09:12:20.689,F,296,1073,1282,1537,0.163,52.6,547,0.42,0.284,-0.040,0.145,-0.023,0.857,-0.020,545,1252,0.565
,24-08-17,09:12:30.669,F,297,1101,1263,2007,0.128,53.9,550,0.42,0.227,-0.008,0.113,-0.009,0.879,-0.007,545,1252,0.565
,24-08-17,09:12:40.659,F,298,1135,1252,2812,0.093,54.9,552,0.42,0.167,0.010,0.081,0.000,0.907,0.000,545,1252,0.565
LCE,24-08-17,09:12:50.649,F,299,1148,1230,3666,0.067,51.6,557,0.42,0.122,0.048,0.059,0.018,0.917,0.016,545,1252,0.565
,24-08-17,09:13:57.049,REG1,,"#1: alpha: 0.096, ETRm: 46.864, Ik: 487.570   ( beta: 0.004, ETRmPot: 55.254 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-08-17,09:13:57.049,REG2,,"#1: alpha: 0.080, ETRm: 45.350, Ik: 567.852   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-08-17,09:13:58.439,FO,300,479,859,0,0.442,0.0,0,0.42,0,0,0,0,0,0,479,859,0.442
,24-08-17,09:14:08.429,F,301,523,853,61,0.387,5.0,502,0.42,0.940,0.076,0.902,0.007,0.609,0.004,479,859,0.442
,24-08-17,09:14:18.419,F,302,560,922,111,0.393,9.2,511,0.42,0.881,-0.082,0.804,-0.068,0.652,-0.045,479,859,0.442
,24-08-17,09:14:28.409,F,303,580,948,161,0.388,13.1,517,0.42,0.854,-0.134,0.761,-0.094,0.675,-0.063,479,859,0.442
,24-08-17,09:14:38.399,F,304,605,976,221,0.380,17.6,525,0.42,0.823,-0.187,0.714,-0.120,0.704,-0.084,479,859,0.442
,24-08-17,09:14:48.409,F,305,640,985,306,0.350,22.5,522,0.42,0.745,-0.218,0.608,-0.128,0.745,-0.095,479,859,0.442
,24-08-17,09:14:58.395,F,306,697,1009,465,0.309,30.2,534,0.42,0.657,-0.250,0.503,-0.149,0.811,-0.120,479,859,0.442
,24-08-17,09:15:08.389,F,307,767,1025,697,0.252,36.9,540,0.42,0.532,-0.276,0.375,-0.162,0.893,-0.145,479,859,0.442
,24-08-17,09:15:18.379,F,308,835,1041,1028,0.198,42.7,551,0.42,0.420,-0.289,0.277,-0.175,0.972,-0.170,479,859,0.442
