"","Date","Time","Type","sample_id","colony","temp","koa_color","leachate","1:F","alpha","ETRm","Ik","days_of_exposure","treatment"
"38","24-08-14",11:07:49,"REG2","A8.2H",8,"ambient","22","high","#1: alpha: 0.056, ETRm: 38.002, Ik: 680.429   (Jassby and Platt 1976)",0.056,38.002,680.429,1,"ambient_high"
"39","24-08-14",11:11:41,"REG2","A5.2H",5,"ambient","22","high","#1: alpha: 0.043, ETRm: 35.610, Ik: 825.852   (Jassby and Platt 1976)",0.043,35.61,825.852,1,"ambient_high"
"40","24-08-14",11:15:28,"REG2","A4.2H",4,"ambient","22","high","#1: alpha: 0.048, ETRm: 25.838, Ik: 541.788   (Jassby and Platt 1976)",0.048,25.838,541.788,1,"ambient_high"
"41","24-08-14",11:24:45,"REG2","H2.2C",2,"hot","22","control","#1: alpha: 0.047, ETRm: 46.880, Ik: 998.690   (Jassby and Platt 1976)",0.047,46.88,998.69,1,"hot_control"
"42","24-08-14",11:28:30,"REG2","H1.2C",1,"hot","22","control","#1: alpha: 0.040, ETRm: 30.342, Ik: 757.363   (Jassby and Platt 1976)",0.04,30.342,757.363,1,"hot_control"
"43","24-08-14",11:32:09,"REG2","H8.2C",8,"hot","22","control","#1: alpha: 0.042, ETRm: 33.014, Ik: 788.169   (Jassby and Platt 1976)",0.042,33.014,788.169,1,"hot_control"
"44","24-08-14",11:36:40,"REG2","H10.2C",10,"hot","22","control","#1: alpha: 0.030, ETRm: 23.848, Ik: 789.652   (Jassby and Platt 1976)",0.03,23.848,789.652,1,"hot_control"
"45","24-08-14",11:40:24,"REG2","H3.2C",3,"hot","26","control","#1: alpha: 0.033, ETRm: 28.724, Ik: 864.291   (Jassby and Platt 1976)",0.033,28.724,864.291,1,"hot_control"
"46","24-08-14",11:49:14,"REG2","A6.2H",6,"ambient","22","high","#1: alpha: 0.064, ETRm: 65.111, Ik: 1010.551   (Jassby and Platt 1976)",0.064,65.111,1010.551,1,"ambient_high"
"47","24-08-14",11:52:55,"REG2","A9.2H",9,"ambient","22/26","high","#1: alpha: 0.041, ETRm: 32.603, Ik: 785.811   (Jassby and Platt 1976)",0.041,32.603,785.811,1,"ambient_high"
"48","24-08-14",11:56:20,"REG2","A3.2H",3,"ambient","26","high","#1: alpha: 0.038, ETRm: 22.541, Ik: 594.872   (Jassby and Platt 1976)",0.038,22.541,594.872,1,"ambient_high"
"49","24-08-14",11:59:57,"REG2","A7.2H",7,"ambient","22","high","#1: alpha: 0.062, ETRm: 67.770, Ik: 1086.941   (Jassby and Platt 1976)",0.062,67.77,1086.941,1,"ambient_high"
"50","24-08-14",12:03:50,"REG2","A10.2H",10,"ambient","22","high","#1: alpha: 0.058, ETRm: 30.136, Ik: 515.626   (Jassby and Platt 1976)",0.058,30.136,515.626,1,"ambient_high"
"51","24-08-14",12:11:41,"REG2","H9.2L",9,"hot","22","low","#1: alpha: 0.063, ETRm: 56.893, Ik: 898.067   (Jassby and Platt 1976)",0.063,56.893,898.067,1,"hot_low"
"52","24-08-14",12:15:18,"REG2","H3.2L",3,"hot","22","low","#1: alpha: 0.049, ETRm: 40.813, Ik: 837.886   (Jassby and Platt 1976)",0.049,40.813,837.886,1,"hot_low"
"53","24-08-14",12:19:02,"REG2","H2.2L",2,"hot","22","low","#1: alpha: 0.046, ETRm: 36.574, Ik: 801.422   (Jassby and Platt 1976)",0.046,36.574,801.422,1,"hot_low"
"54","24-08-14",12:22:48,"REG2","H5.2L",5,"hot","26/22","low","#1: alpha: 0.048, ETRm: 39.237, Ik: 814.116   (Jassby and Platt 1976)",0.048,39.237,814.116,1,"hot_low"
"55","24-08-14",12:26:17,"REG2","H8.2L",8,"hot","22","low","#1: alpha: 0.065, ETRm: 55.744, Ik: 853.311   (Jassby and Platt 1976)",0.065,55.744,853.311,1,"hot_low"
"56","24-08-14",12:34:51,"REG2","A10.2C",10,"ambient","22","control","#1: alpha: 0.070, ETRm: 28.439, Ik: 406.597   (Jassby and Platt 1976)",0.07,28.439,406.597,1,"ambient_control"
"57","24-08-14",12:38:53,"REG2","A7.2C",7,"ambient","26","control","#1: alpha: 0.088, ETRm: 86.598, Ik: 988.991   (Jassby and Platt 1976)",0.088,86.598,988.991,1,"ambient_control"
"58","24-08-14",12:42:36,"REG2","A1.2C",1,"ambient","26","control","#1: alpha: 0.083, ETRm: 37.913, Ik: 454.296   (Jassby and Platt 1976)",0.083,37.913,454.296,1,"ambient_control"
"59","24-08-14",12:46:24,"REG2","A2.2C",2,"ambient","22","control","#1: alpha: 0.073, ETRm: 33.551, Ik: 459.081   (Jassby and Platt 1976)",0.073,33.551,459.081,1,"ambient_control"
"60","24-08-14",12:49:51,"REG2","A9.2C",9,"ambient","22","control","#1: alpha: 0.066, ETRm: 49.560, Ik: 749.009   (Jassby and Platt 1976)",0.066,49.56,749.009,1,"ambient_control"
